% MetaData :path,C:\Users\chw3k5\PycharmProjects\WaferScreen\waferscreen\pro\princeton\8\Band02\2020-10-28\1603928908.10-F_4.20_TO_4.40-BW_100.0-ATTEN_20.0-VOLTS_0.000_s21.csv|IF_band_Hz,100|atten,20|band,2|datetime,2020-10-28 18:48:28|freq_center_GHz,4.300000000000001|freq_max_GHz,4.4|freq_min_GHz,4.2|freq_span_GHz,0.20000000000000018|freq_step,20002.00020002002|location,princeton|raw_path,C:\Users\chw3k5\PycharmProjects\WaferScreen\waferscreen\raw\princeton\SMBK_wafer8\1603928908.10-F_4.20_TO_4.40-BW_100.0-ATTEN_20.0-VOLTS_0.000.CSV|time,1603928908.1|volts,0.0|wafer,8
% Header :freq_ghz,real,imag
4.2,-0.0579590635994193,-0.018201219386994642
4.2000200020000005,-0.05774084843886055,-0.018831201641419337
4.200040004,-0.057546612561675634,-0.019452142461089825
4.200060006,-0.05734058305037114,-0.020060176625321058
4.2000800080000005,-0.05710521199660985,-0.020634816024306498
4.20010001,-0.056884773536983846,-0.021262911884886024
4.200120012,-0.056672211653221866,-0.021882832920107585
4.2001400140000005,-0.056430045942038154,-0.022473414629311586
4.200160016,-0.05614926301325333,-0.023081122050593598
4.200180018,-0.055922852390902535,-0.023667370895505514
4.2002000200000005,-0.05566950279203228,-0.024264459265284876
4.200220022,-0.055374548824707215,-0.024854079780762324
4.200240024,-0.05510056184764293,-0.025425473374084274
4.2002600260000005,-0.054849735397897656,-0.02600946659213312
4.200280028,-0.05457618610775213,-0.02657419365431399
4.20030003,-0.0543034808511375,-0.027172719285778704
4.2003200320000005,-0.05399438705916403,-0.027770521728512295
4.200340034,-0.053677716187739866,-0.028302107038278485
4.200360036,-0.053339108880075994,-0.028896700528215573
4.2003800380000005,-0.053074355356289696,-0.029471389580482253
4.20040004,-0.05274431210715713,-0.0300148563220853
4.200420042,-0.05242091870315566,-0.03059612928041963
4.2004400440000005,-0.05210085745867469,-0.031124446174677696
4.200460046,-0.051753475172475534,-0.031676024635756514
4.200480048,-0.0513787858720887,-0.032233749446745404
4.2005000500100005,-0.05103223839676823,-0.032790794680749455
4.200520052010001,-0.05070226037327866,-0.03331774908520185
4.20054005401,-0.05034842872805502,-0.0338912498141928
4.2005600560100005,-0.0499774925123829,-0.03439327628445806
4.200580058010001,-0.049586624805555285,-0.03492204790639022
4.20060006001,-0.049209046888961654,-0.03543804899618138
4.2006200620100005,-0.048819779611254555,-0.035972343860371375
4.200640064010001,-0.048435417836303715,-0.0364768931657711
4.20066006601,-0.048081146908297616,-0.036999458903928625
4.2006800680100005,-0.04764762771678428,-0.03747288648246083
4.200700070010001,-0.04723516730006827,-0.03801318179318174
4.20072007201,-0.046851074264515784,-0.03852043249406281
4.2007400740100005,-0.04642975921476446,-0.039004522105395484
4.200760076010001,-0.04599489525509753,-0.03949357078010209
4.20078007801,-0.045560365312699254,-0.03996066536600717
4.2008000800100005,-0.04513644237065681,-0.040451591345863736
4.200820082010001,-0.04470355120990723,-0.04092841971383469
4.20084008401,-0.044289081675674066,-0.041398132008991576
4.2008600860100005,-0.04383321382806004,-0.04187856829371783
4.200880088010001,-0.04334961670988923,-0.04231992890970116
4.20090009001,-0.04289701351772446,-0.042827420672235404
4.2009200920100005,-0.04244084146068624,-0.043233795170194864
4.200940094010001,-0.04200302339800875,-0.0436992566857153
4.20096009601,-0.04151674856766868,-0.044134538528947165
4.2009800980100005,-0.041042783494686735,-0.04458514921656965
4.201000100010001,-0.04055386333674969,-0.04501354255838155
4.20102010201,-0.04006830049126356,-0.045417806039353165
4.2010401040100005,-0.039582675048535375,-0.045848756912776734
4.201060106010001,-0.039109413133343374,-0.04626380496781561
4.20108010801,-0.03860564968010973,-0.0466902320041115
4.2011001100100005,-0.03811807378188323,-0.04709658992916682
4.201120112010001,-0.03759322491365589,-0.04748897830161757
4.20114011401,-0.037078091564280366,-0.04786170659423821
4.2011601160100005,-0.036533340556527634,-0.048295487401214796
4.201180118010001,-0.036042001506138975,-0.04865784383922804
4.20120012001,-0.035511135965793084,-0.04902519407161862
4.2012201220100005,-0.034997564060938305,-0.04940134667447503
4.201240124010001,-0.034482724664031995,-0.04978174561063768
4.20126012601,-0.03393380480782821,-0.05014739874409368
4.2012801280100005,-0.03337244231327061,-0.05047805760954789
4.201300130010001,-0.0328622812257483,-0.050829009862042036
4.20132013201,-0.03231166380766495,-0.051206638845855634
4.2013401340100005,-0.031771351203109574,-0.05152718945156473
4.201360136010001,-0.03122880936431637,-0.05186245237142238
4.20138013801,-0.030646775382398163,-0.052167713410461704
4.2014001400100005,-0.030057268488950198,-0.05252211458160512
4.201420142010001,-0.029529911346676513,-0.052817767801764705
4.20144014401,-0.02895196380257141,-0.05312271384285612
4.2014601460100005,-0.028385306879953554,-0.05343017623687792
4.201480148010001,-0.027838284380695227,-0.053729683035727935
4.20150015002,-0.027244117193243534,-0.05404167178267713
4.2015201520200005,-0.026623031942684464,-0.054316523122435116
4.20154015402,-0.026080896977794695,-0.0545852436109389
4.20156015602,-0.025471564481474866,-0.054864778765902955
4.2015801580200005,-0.02490004141038175,-0.05512304765947797
4.20160016002,-0.024314698449207223,-0.05541721804372587
4.20162016202,-0.023706377564240946,-0.05564857141084324
4.2016401640200005,-0.023127418460769673,-0.05587937121603001
4.20166016602,-0.022504578444328644,-0.056138705292652184
4.20168016802,-0.02193281508161225,-0.05634202321022014
4.2017001700200005,-0.021323977857814654,-0.0566046326282243
4.20172017202,-0.02073154524393223,-0.05683212009888694
4.20174017402,-0.020094371246375826,-0.05703131782625065
4.2017601760200005,-0.019523138288732516,-0.05724441062972163
4.20178017802,-0.018884600133819533,-0.05743498265882448
4.20180018002,-0.01827376118773545,-0.05762895706638686
4.2018201820200005,-0.017666006254820864,-0.05782338979389757
4.20184018402,-0.017044642469498557,-0.05799719320061571
4.20186018602,-0.01642772920604828,-0.0581770703298279
4.2018801880200005,-0.01580139966978431,-0.058357351723883864
4.20190019002,-0.015174670284498058,-0.058510249568168846
4.20192019202,-0.014560719075848421,-0.05867713498901374
4.2019401940200005,-0.013946071476121043,-0.05878097662488939
4.20196019602,-0.013293380308411425,-0.05896554443153477
4.20198019802,-0.01265692705703542,-0.05909852206651179
4.2020002000200005,-0.012021579350666802,-0.05923647908907559
4.20202020202,-0.011406763411869289,-0.059363751472700975
4.20204020402,-0.010755743628762634,-0.0594530700385796
4.2020602060200005,-0.010100879833265925,-0.059570235386739986
4.20208020802,-0.009487122617431374,-0.05965495276931433
4.20210021002,-0.008840293511543917,-0.05976928399423177
4.2021202120200005,-0.008199940659598871,-0.05982889112840034
4.20214021402,-0.007597657206623077,-0.05992826285447336
4.20216021602,-0.0069556802751128514,-0.06001749343337566
4.2021802180200005,-0.006321072731891163,-0.06008137614632304
4.20220022002,-0.005673049947726938,-0.060117140641922764
4.20222022202,-0.0050150457209033085,-0.060169651217048634
4.2022402240200005,-0.004391502042386402,-0.06027087042097979
4.20226022602,-0.0037423906579834125,-0.06029221469832262
4.20228022802,-0.003090144823843545,-0.060323583677989394
4.2023002300200005,-0.002472836633666764,-0.06034590533646364
4.20232023202,-0.001813180530547031,-0.060327298787310975
4.20234023402,-0.0011870323073862286,-0.06034935198365032
4.2023602360200005,-0.0005195801059182589,-0.06035510023696127
4.20238023802,0.0001030471688876003,-0.060382637317386065
4.20240024002,0.00076748248241763,-0.06037229483119131
4.2024202420200005,0.0014184120130498572,-0.06036080501960376
4.20244024402,0.002048331657514925,-0.06033733813758176
4.20246024602,0.0026684268549597157,-0.06030660413157979
4.2024802480200005,0.003316648698996897,-0.06026853255862081
4.202500250030001,0.003990042080929115,-0.06021579241773757
4.20252025203,0.004616123686815424,-0.0601786192679928
4.2025402540300005,0.005247506688425112,-0.06010950949588189
4.202560256030001,0.005886842103280399,-0.060059075964864865
4.20258025803,0.006547883429827286,-0.05999554508896616
4.2026002600300005,0.007181671889916982,-0.05991024271924348
4.202620262030001,0.007792854413168647,-0.05983837180072471
4.20264026403,0.00845528269008132,-0.059734206785846886
4.2026602660300005,0.009074442512937,-0.059650074617875117
4.202680268030001,0.009725393860358084,-0.059552467465406704
