so_band,res_num_per_chip,freq_hz,resonator_height_um,wiggles,sliders,slider_delta_um,resonator_impedance_ohms,coupling_capacitance_f,coupling_inductance_h,x_pos_mm,y_pos_mm
1.0,11.0,4173006428.5714283,2671.0,19.0,3.0,16.14935674250482,50.0,3.9594587631322354e-15,3.936834977867005e-11,2.875,-0.2
1.0,12.0,4174877142.8571424,2671.0,19.0,3.0,16.704761169654304,50.0,3.9594587631322354e-15,3.936834977867005e-11,3.875,-0.2
1.0,13.0,4176747857.142857,2671.0,19.0,3.0,17.25966807910116,50.0,3.9594587631322354e-15,3.936834977867005e-11,4.875,-0.2
1.0,14.0,4178618571.4285717,2671.0,19.0,3.0,17.814078139043957,50.0,3.9594587631322354e-15,3.936834977867005e-11,5.875,-0.2
1.0,15.0,4180489285.714286,2671.0,19.0,3.0,18.367992016483058,50.0,3.9594587631322354e-15,3.936834977867005e-11,6.875,-0.2
1.0,16.0,4182360000.0000005,2671.0,19.0,3.0,18.921410377226707,50.0,3.9594587631322354e-15,3.936834977867005e-11,7.875,-0.2
1.0,17.0,4186082142.8571424,2671.0,19.0,3.0,20.02107057714106,50.0,3.9594587631322354e-15,3.936834977867005e-11,-7.625,-0.2
1.0,18.0,4187952857.142857,2671.0,19.0,3.0,20.573011455277324,50.0,3.9594587631322354e-15,3.936834977867005e-11,-6.625,-0.2
1.0,19.0,4189823571.428571,2671.0,19.0,3.0,21.12445946125733,50.0,3.9594587631322354e-15,3.936834977867005e-11,-5.625,-0.2
1.0,20.0,4191694285.714286,2671.0,19.0,3.0,21.67541525497738,50.0,3.9594587631322354e-15,3.936834977867005e-11,-4.625,-0.2
1.0,21.0,4193565000.0000005,2671.0,19.0,3.0,22.225879495150778,50.0,3.9594587631322354e-15,3.936834977867005e-11,-3.625,-0.2
1.0,22.0,4195435714.285714,2671.0,19.0,3.0,22.775852839316954,50.0,3.9594587631322354e-15,3.936834977867005e-11,-2.625,-0.2
1.0,23.0,4197306428.571429,2671.0,19.0,3.0,23.32533594384755,50.0,3.9594587631322354e-15,3.936834977867005e-11,-1.625,-0.2
1.0,24.0,4199177142.8571424,2671.0,19.0,3.0,23.874329463937286,50.0,3.9594587631322354e-15,3.936834977867005e-11,-0.625,-0.2
1.0,25.0,4201047857.142857,2671.0,19.0,3.0,24.422834053619184,50.0,3.9594587631322354e-15,3.936834977867005e-11,0.375,-0.2
1.0,26.0,4202918571.428571,2671.0,19.0,3.0,24.970850365758466,50.0,3.9594587631322354e-15,3.936834977867005e-11,1.375,-0.2
1.0,27.0,4204789285.714286,2671.0,19.0,3.0,25.51837905206473,50.0,3.9594587631322354e-15,3.936834977867005e-11,2.375,-0.2
1.0,28.0,4206660000.0000005,2671.0,19.0,3.0,26.065420763082827,50.0,3.9594587631322354e-15,3.936834977867005e-11,3.375,-0.2
1.0,29.0,4208530714.285714,2671.0,19.0,3.0,26.611976148198934,50.0,3.9594587631322354e-15,3.936834977867005e-11,4.375,-0.2
1.0,30.0,4210401428.571429,2671.0,19.0,3.0,27.15804585565121,50.0,3.9594587631322354e-15,3.936834977867005e-11,5.375,-0.2
1.0,31.0,4212272142.8571424,2671.0,19.0,3.0,27.703630532522183,50.0,3.9594587631322354e-15,3.936834977867005e-11,6.375,-0.2
1.0,32.0,4214142857.142857,2671.0,19.0,3.0,28.24873082474636,50.0,3.9594587631322354e-15,3.936834977867005e-11,7.375,-0.2
1.0,33.0,4218142857.142857,2271.0,21.0,3.0,38.14498200208594,50.0,3.85619307682262e-15,3.915806115905253e-11,-7.875,0.2
1.0,34.0,4220013571.428571,2271.0,21.0,3.0,38.688566369918746,50.0,3.85619307682262e-15,3.915806115905253e-11,-6.875,0.2
1.0,35.0,4221884285.714286,2271.0,21.0,3.0,39.231669013962616,50.0,3.85619307682262e-15,3.915806115905253e-11,-5.875,0.2
1.0,36.0,4223755000.0000005,2271.0,21.0,3.0,39.77429057429181,50.0,3.85619307682262e-15,3.915806115905253e-11,-4.875,0.2
1.0,37.0,4225625714.285714,2271.0,21.0,3.0,40.31643168984017,50.0,3.85619307682262e-15,3.915806115905253e-11,-3.875,0.2
1.0,38.0,4227496428.571429,2271.0,21.0,3.0,40.858092998419366,50.0,3.85619307682262e-15,3.915806115905253e-11,-2.875,0.2
1.0,39.0,4229367142.8571424,2271.0,21.0,3.0,41.39927513670368,50.0,3.85619307682262e-15,3.915806115905253e-11,-1.875,0.2
1.0,40.0,4231237857.142857,2271.0,21.0,3.0,41.939978740248264,50.0,3.85619307682262e-15,3.915806115905253e-11,-0.875,0.2
1.0,41.0,4233108571.428571,2271.0,21.0,3.0,42.48020444348002,50.0,3.85619307682262e-15,3.915806115905253e-11,0.125,0.2
1.0,42.0,4234979285.714286,2271.0,21.0,3.0,43.019952879703666,50.0,3.85619307682262e-15,3.915806115905253e-11,1.125,0.2
1.0,43.0,4236850000.0000005,2271.0,21.0,3.0,43.55922468111392,50.0,3.85619307682262e-15,3.915806115905253e-11,2.125,0.2
1.0,44.0,4238720714.285714,2271.0,21.0,3.0,44.09802047878027,50.0,3.85619307682262e-15,3.915806115905253e-11,3.125,0.2
1.0,45.0,4240591428.571429,2271.0,21.0,3.0,44.63634090266221,50.0,3.85619307682262e-15,3.915806115905253e-11,4.125,0.2
1.0,46.0,4242462142.8571424,2271.0,21.0,3.0,45.17418658160922,50.0,3.85619307682262e-15,3.915806115905253e-11,5.125,0.2
1.0,47.0,4244332857.142857,2271.0,21.0,3.0,45.71155814336076,50.0,3.85619307682262e-15,3.915806115905253e-11,6.125,0.2
1.0,48.0,4246203571.428571,2271.0,21.0,3.0,46.24845621455238,50.0,3.85619307682262e-15,3.915806115905253e-11,7.125,0.2
1.0,49.0,4248074285.714286,2271.0,21.0,3.0,46.784881420709596,50.0,3.85619307682262e-15,3.915806115905253e-11,8.125,0.2
1.0,50.0,4251796428.571429,2271.0,21.0,3.0,47.85079771212334,50.0,3.85619307682262e-15,3.915806115905253e-11,-7.375,0.2
1.0,51.0,4253667142.857143,2271.0,21.0,3.0,48.385812917810384,50.0,3.85619307682262e-15,3.915806115905253e-11,-6.375,0.2
1.0,52.0,4255537857.1428576,2271.0,21.0,3.0,48.9203577431973,50.0,3.85619307682262e-15,3.915806115905253e-11,-5.375,0.2
1.0,53.0,4257408571.428571,2271.0,21.0,3.0,49.45443280833864,50.0,3.85619307682262e-15,3.915806115905253e-11,-4.375,0.2
1.0,54.0,4259279285.714286,2271.0,21.0,3.0,49.98803873220935,50.0,3.85619307682262e-15,3.915806115905253e-11,-3.375,0.2
1.0,55.0,4261149999.9999995,2271.0,21.0,3.0,50.521176132689575,50.0,3.85619307682262e-15,3.915806115905253e-11,-2.375,0.2
1.0,56.0,4263020714.285714,2271.0,21.0,3.0,51.05384562657379,50.0,3.85619307682262e-15,3.915806115905253e-11,-1.375,0.2
1.0,57.0,4264891428.571429,2271.0,21.0,3.0,51.5860478295799,50.0,3.85619307682262e-15,3.915806115905253e-11,-0.375,0.2
1.0,58.0,4266762142.857143,2271.0,21.0,3.0,52.11778335634317,50.0,3.85619307682262e-15,3.915806115905253e-11,0.625,0.2
1.0,59.0,4268632857.1428576,2271.0,21.0,3.0,52.64905282042231,50.0,3.85619307682262e-15,3.915806115905253e-11,1.625,0.2
1.0,60.0,4270503571.428571,2271.0,21.0,3.0,53.179856834296444,50.0,3.85619307682262e-15,3.915806115905253e-11,2.625,0.2
1.0,61.0,4272374285.714286,2271.0,21.0,3.0,53.71019600938028,50.0,3.85619307682262e-15,3.915806115905253e-11,3.625,0.2
1.0,62.0,4274244999.9999995,2271.0,21.0,3.0,54.24007095600895,50.0,3.85619307682262e-15,3.915806115905253e-11,4.625,0.2
1.0,63.0,4276115714.285714,2271.0,21.0,3.0,54.769482283459254,50.0,3.85619307682262e-15,3.915806115905253e-11,5.625,0.2
1.0,64.0,4277986428.571429,2271.0,21.0,3.0,55.29843059993449,50.0,3.85619307682262e-15,3.915806115905253e-11,6.625,0.2
1.0,65.0,4279857142.857143,2271.0,21.0,3.0,55.8269165125766,50.0,3.85619307682262e-15,3.915806115905253e-11,7.625,0.2
2.0,0.0,4285857142.857143,2770.0,19.0,3.0,49.97496078096954,50.0,3.753936319438926e-15,0.0,-8.125,-0.2
2.0,1.0,4287727857.1428576,2671.0,19.0,3.0,48.92602636138464,50.0,3.753936319438926e-15,3.894684834154789e-11,-7.125,-0.2
2.0,2.0,4289598571.428571,2671.0,19.0,3.0,49.452114155620265,50.0,3.753936319438926e-15,3.894684834154789e-11,-6.125,-0.2
2.0,3.0,4291469285.714286,2671.0,19.0,3.0,49.977743291113924,50.0,3.753936319438926e-15,3.894684834154789e-11,-5.125,-0.2
2.0,4.0,4293339999.9999995,2671.0,19.0,3.0,50.50291436741084,50.0,3.753936319438926e-15,3.894684834154789e-11,-4.125,-0.2
2.0,5.0,4295210714.285714,2671.0,19.0,3.0,51.02762798301616,50.0,3.753936319438926e-15,3.894684834154789e-11,-3.125,-0.2
2.0,6.0,4297081428.571429,2671.0,19.0,3.0,51.551884735388896,50.0,3.753936319438926e-15,3.894684834154789e-11,-2.125,-0.2
2.0,7.0,4298952142.857143,2671.0,19.0,3.0,52.07568522094647,50.0,3.753936319438926e-15,3.894684834154789e-11,-1.125,-0.2
2.0,8.0,4300822857.142858,2671.0,19.0,3.0,52.59903003507536,50.0,3.753936319438926e-15,3.894684834154789e-11,-0.125,-0.2
2.0,9.0,4302693571.428571,2671.0,19.0,3.0,53.121919772121984,50.0,3.753936319438926e-15,3.894684834154789e-11,0.875,-0.2
2.0,10.0,4304564285.714285,2671.0,19.0,3.0,53.64435502539726,50.0,3.753936319438926e-15,3.894684834154789e-11,1.875,-0.2
2.0,11.0,4306435000.0,2671.0,19.0,3.0,54.166336387188764,50.0,3.753936319438926e-15,3.894684834154789e-11,2.875,-0.2
2.0,12.0,4308305714.285714,2671.0,19.0,3.0,54.68786444874401,50.0,3.753936319438926e-15,3.894684834154789e-11,3.875,-0.2
2.0,13.0,4310176428.571429,2671.0,19.0,3.0,55.20893980029781,50.0,3.753936319438926e-15,3.894684834154789e-11,4.875,-0.2
2.0,14.0,4312047142.857143,2671.0,19.0,3.0,55.729563031049494,50.0,3.753936319438926e-15,3.894684834154789e-11,5.875,-0.2
2.0,15.0,4313917857.142858,2671.0,19.0,3.0,56.249734729182634,50.0,3.753936319438926e-15,3.894684834154789e-11,6.875,-0.2
2.0,16.0,4315788571.428571,2671.0,19.0,3.0,56.769455481859,50.0,3.753936319438926e-15,3.894684834154789e-11,7.875,-0.2
2.0,17.0,4319510714.285714,2671.0,19.0,3.0,57.80220012076316,50.0,3.753936319438926e-15,3.894684834154789e-11,-7.625,-0.2
2.0,18.0,4321381428.571428,2671.0,19.0,3.0,58.32057617771882,50.0,3.753936319438926e-15,3.894684834154789e-11,-6.625,-0.2
2.0,19.0,4323252142.857142,2671.0,19.0,3.0,58.83850362170271,50.0,3.753936319438926e-15,3.894684834154789e-11,-5.625,-0.2
2.0,20.0,4325122857.142858,2671.0,19.0,3.0,59.35598303482074,50.0,3.753936319438926e-15,3.894684834154789e-11,-4.625,-0.2
2.0,21.0,4326993571.428572,2671.0,19.0,3.0,59.8730149981737,50.0,3.753936319438926e-15,3.894684834154789e-11,-3.625,-0.2
2.0,22.0,4328864285.714287,2671.0,19.0,3.0,60.389600091852756,50.0,3.753936319438926e-15,3.894684834154789e-11,-2.625,-0.2
2.0,23.0,4330734999.999999,2671.0,19.0,3.0,60.90573889495461,50.0,3.753936319438926e-15,3.894684834154789e-11,-1.625,-0.2
2.0,24.0,4332605714.285714,2671.0,19.0,3.0,61.4214319855724,50.0,3.753936319438926e-15,3.894684834154789e-11,-0.625,-0.2
2.0,25.0,4334476428.571428,2671.0,19.0,3.0,61.936679940795685,50.0,3.753936319438926e-15,3.894684834154789e-11,0.375,-0.2
2.0,26.0,4336347142.857142,2671.0,19.0,3.0,62.451483336728714,50.0,3.753936319438926e-15,3.894684834154789e-11,1.375,-0.2
2.0,27.0,4338217857.142858,2671.0,19.0,3.0,62.965842748469115,50.0,3.753936319438926e-15,3.894684834154789e-11,2.375,-0.2
2.0,28.0,4340088571.428572,2671.0,19.0,3.0,63.479758750138316,50.0,3.753936319438926e-15,3.894684834154789e-11,3.375,-0.2
2.0,29.0,4341959285.714287,2671.0,19.0,3.0,63.99323191485418,50.0,3.753936319438926e-15,3.894684834154789e-11,4.375,-0.2
2.0,30.0,4343829999.999999,2671.0,19.0,3.0,64.50626281475532,50.0,3.753936319438926e-15,3.894684834154789e-11,5.375,-0.2
2.0,31.0,4345700714.285714,2671.0,19.0,3.0,65.01885202099503,50.0,3.753936319438926e-15,3.894684834154789e-11,6.375,-0.2
2.0,32.0,4347571428.571428,2671.0,19.0,3.0,65.53100010374128,50.0,3.753936319438926e-15,3.894684834154789e-11,7.375,-0.2
2.0,33.0,4351571428.571428,2271.0,21.0,3.0,75.36937179086188,50.0,3.658514347074555e-15,3.874700113339916e-11,-7.875,0.2
2.0,34.0,4353442142.857142,2271.0,21.0,3.0,75.88013922212106,50.0,3.658514347074555e-15,3.874700113339916e-11,-6.875,0.2
2.0,35.0,4355312857.142858,2271.0,21.0,3.0,76.3904678789596,50.0,3.658514347074555e-15,3.874700113339916e-11,-5.875,0.2
2.0,36.0,4357183571.428572,2271.0,21.0,3.0,76.90035832653369,50.0,3.658514347074555e-15,3.874700113339916e-11,-4.875,0.2
2.0,37.0,4359054285.714287,2271.0,21.0,3.0,77.4098111290203,50.0,3.658514347074555e-15,3.874700113339916e-11,-3.875,0.2
2.0,38.0,4360924999.999999,2271.0,21.0,3.0,77.91882684963234,50.0,3.658514347074555e-15,3.874700113339916e-11,-2.875,0.2
2.0,39.0,4362795714.285714,2271.0,21.0,3.0,78.42740605061566,50.0,3.658514347074555e-15,3.874700113339916e-11,-1.875,0.2
2.0,40.0,4364666428.571428,2271.0,21.0,3.0,78.93554929325663,50.0,3.658514347074555e-15,3.874700113339916e-11,-0.875,0.2
2.0,41.0,4366537142.857142,2271.0,21.0,3.0,79.4432571378715,50.0,3.658514347074555e-15,3.874700113339916e-11,0.125,0.2
2.0,42.0,4368407857.142858,2271.0,21.0,3.0,79.95053014382465,50.0,3.658514347074555e-15,3.874700113339916e-11,1.125,0.2
2.0,43.0,4370278571.428572,2271.0,21.0,3.0,80.45736886951339,50.0,3.658514347074555e-15,3.874700113339916e-11,2.125,0.2
2.0,44.0,4372149285.714287,2271.0,21.0,3.0,80.96377387239075,50.0,3.658514347074555e-15,3.874700113339916e-11,3.125,0.2
2.0,45.0,4374019999.999999,2271.0,21.0,3.0,81.46974570894876,50.0,3.658514347074555e-15,3.874700113339916e-11,4.125,0.2
2.0,46.0,4375890714.285714,2271.0,21.0,3.0,81.97528493472761,50.0,3.658514347074555e-15,3.874700113339916e-11,5.125,0.2
2.0,47.0,4377761428.571428,2271.0,21.0,3.0,82.48039210432167,50.0,3.658514347074555e-15,3.874700113339916e-11,6.125,0.2
2.0,48.0,4379632142.857142,2271.0,21.0,3.0,82.98506777137648,50.0,3.658514347074555e-15,3.874700113339916e-11,7.125,0.2
2.0,49.0,4381502857.142858,2271.0,21.0,3.0,83.48931248858877,50.0,3.658514347074555e-15,3.874700113339916e-11,8.125,0.2
2.0,50.0,4385225000.000001,2271.0,21.0,3.0,84.49132393993706,50.0,3.658514347074555e-15,3.874700113339916e-11,-7.375,0.2
2.0,51.0,4387095714.285715,2271.0,21.0,3.0,84.99428353734271,50.0,3.658514347074555e-15,3.874700113339916e-11,-6.375,0.2
2.0,52.0,4388966428.571427,2271.0,21.0,3.0,85.49681438063307,50.0,3.658514347074555e-15,3.874700113339916e-11,-5.375,0.2
2.0,53.0,4390837142.857142,2271.0,21.0,3.0,85.99891701782305,50.0,3.658514347074555e-15,3.874700113339916e-11,-4.375,0.2
2.0,54.0,4392707857.142857,2271.0,21.0,3.0,86.50059199599089,50.0,3.658514347074555e-15,3.874700113339916e-11,-3.375,0.2
