# Metadata:utc,2021-01-15 20:29:37.329170|path,D:\waferscreen\nist\10\2021-01-15\scan\raw\scan4.100GHz-6.200GHz_2021-01-15 20-29-37.329170.txt|end_time,1610742577|export_type,scan|fcenter_ghz,6|flux_current_ua,0|flux_supply_v,0|fmax_ghz,6|fmin_ghz,4|fspan_ghz,0|if_bw_hz,100|num_freq_points,43227|port_power_dbm,-20|ramp_series_resistance_ohms,10000|start_time,1610742031|sweeptype,lin|vna_address,GPIB1::19::INSTR
# Header:freq_ghz,real,imag
4.1,0.3005371,0.6817627
4.100048581872021,0.3082275,0.6801147
4.100097163744042,0.3137207,0.6760864
4.100145745616064,0.3197021,0.6746216
4.100194327488086,0.3260498,0.6712646
4.100242909360107,0.3327637,0.6676025
4.100291491232128,0.3382568,0.6638184
4.1003400731041495,0.3449097,0.6599121
4.100388654976172,0.3502808,0.6577148
4.100437236848193,0.3567505,0.6544189
4.100485818720214,0.3625488,0.6497192
4.1005344005922355,0.3682861,0.645874
4.100582982464258,0.3753052,0.6425781
4.100631564336279,0.3811646,0.6389771
4.1006801462083,0.3873901,0.6356201
4.1007287280803215,0.3930664,0.6326904
4.100777309952343,0.3978271,0.6270752
4.100825891824365,0.40448,0.6231689
4.100874473696386,0.4108276,0.6194458
4.1009230555684075,0.4159546,0.6149902
4.100971637440429,0.4207764,0.6109009
4.10102021931245,0.4277954,0.6074219
4.101068801184472,0.4338379,0.6035767
4.1011173830564935,0.4404297,0.5983276
4.101165964928515,0.4446411,0.5941162
4.101214546800536,0.4511719,0.5904541
4.101263128672558,0.4544067,0.5856323
4.1013117105445795,0.4614868,0.5822754
4.101360292416601,0.4653931,0.5775757
4.101408874288622,0.4710693,0.5725708
4.101457456160643,0.4763184,0.5679321
4.101506038032666,0.4815063,0.5621338
4.101554619904687,0.4868164,0.5579834
4.101603201776708,0.491272,0.553833
4.101651783648729,0.4973145,0.5492554
4.101700365520751,0.5021362,0.5438843
4.101748947392773,0.5066528,0.5390625
4.101797529264794,0.5130005,0.5332642
4.101846111136815,0.5178223,0.5297241
4.101894693008837,0.5222778,0.524353
4.101943274880858,0.5279541,0.5209351
4.10199185675288,0.531189,0.5139771
4.102040438624901,0.5377197,0.5093994
4.102089020496923,0.541748,0.5029907
4.102137602368944,0.5450439,0.498291
4.102186184240966,0.5505981,0.4923096
4.102234766112987,0.5554199,0.4866943
4.102283347985009,0.5603027,0.4817505
4.10233192985703,0.5632935,0.4767456
4.102380511729051,0.5681763,0.4707642
4.102429093601073,0.5731812,0.4647827
4.102477675473095,0.5773315,0.4606323
4.102526257345116,0.5810547,0.4557495
4.102574839217137,0.5853271,0.4502563
4.102623421089159,0.5899658,0.4424438
4.102672002961181,0.5933228,0.4378662
4.102720584833202,0.5993652,0.4332275
4.102769166705223,0.6014404,0.4268188
4.102817748577245,0.6052246,0.4213867
4.102866330449266,0.609375,0.4144897
4.102914912321288,0.6141357,0.4089966
4.102963494193309,0.6171875,0.4032593
4.103012076065331,0.6205444,0.3973999
4.103060657937352,0.6245117,0.392395
4.103109239809374,0.6278687,0.385437
4.103157821681395,0.6312256,0.3794556
4.103206403553417,0.6337891,0.3742065
4.103254985425438,0.6382446,0.3675537
4.103303567297459,0.6420288,0.3604736
4.103352149169481,0.644043,0.3544922
4.103400731041503,0.6473389,0.3497925
4.103449312913524,0.6503906,0.343811
4.103497894785545,0.6546021,0.3369141
4.1035464766575664,0.6575928,0.3309326
4.103595058529589,0.6604614,0.3233643
4.10364364040161,0.6625366,0.3175659
4.103692222273631,0.6674805,0.3120117
4.1037408041456525,0.6689453,0.3061523
4.103789386017675,0.6702271,0.2990112
4.103837967889696,0.6740723,0.2929688
4.103886549761717,0.6766357,0.2869873
4.1039351316337385,0.6802368,0.2791138
4.10398371350576,0.6821899,0.2727661
4.104032295377782,0.684021,0.2667847
4.104080877249803,0.6871338,0.2600708
4.1041294591218245,0.6885986,0.2531738
4.104178040993846,0.690979,0.2476807
4.104226622865867,0.6948242,0.2412109
4.104275204737889,0.6953125,0.2332153
4.1043237866099105,0.6975708,0.229187
4.104372368481932,0.6994629,0.2200317
4.104420950353953,0.7019653,0.2147217
4.104469532225974,0.7030029,0.2078857
4.1045181140979965,0.7049561,0.2006836
4.104566695970018,0.7071533,0.1934204
4.104615277842039,0.7091675,0.1871948
4.10466385971406,0.7098389,0.1807861
4.1047124415860825,0.7116089,0.1745605
4.104761023458104,0.7138062,0.1670532
4.104809605330125,0.7167358,0.1605835
4.104858187202146,0.7158813,0.1530762
4.104906769074168,0.7168579,0.1466675
4.10495535094619,0.71875,0.1396484
4.105003932818211,0.7203979,0.1340332
4.105052514690232,0.7209473,0.1269531
4.105101096562254,0.7221069,0.1204224
4.105149678434275,0.7225342,0.1126709
4.105198260306297,0.7241211,0.105835
4.105246842178318,0.7249146,0.0991821
4.10529542405034,0.7263794,0.0934448
4.105344005922361,0.7261963,0.0847778
4.105392587794383,0.7271729,0.078064
4.105441169666404,0.727417,0.0717163
4.105489751538426,0.7282104,0.0648804
4.105538333410447,0.7280884,0.0594482
4.105586915282468,0.7287598,0.0517578
4.10563549715449,0.7285767,0.0447388
4.105684079026512,0.7293701,0.0374146
4.105732660898533,0.7302246,0.0313721
4.105781242770554,0.7301636,0.0241699
4.1058298246425755,0.730957,0.0162354
4.105878406514598,0.7314453,0.0095825
4.105926988386619,0.7306519,0.0027466
4.10597557025864,0.7299194,-0.004272461
4.1060241521306615,0.7301636,-0.01116943
4.106072734002683,0.729187,-0.01800537
4.106121315874705,0.7305908,-0.02423096
4.106169897746726,0.7301025,-0.03112793
4.1062184796187475,0.7293091,-0.03997803
4.106267061490769,0.7279663,-0.04467773
4.106315643362791,0.7289429,-0.05285645
4.106364225234812,0.7258301,-0.05865479
4.1064128071068335,0.7254028,-0.06494141
4.106461388978855,0.7250366,-0.07293701
4.106509970850876,0.7252197,-0.07946777
4.106558552722898,0.7235107,-0.08465576
4.1066071345949196,0.7224121,-0.09228516
4.106655716466941,0.7223511,-0.1004639
4.106704298338962,0.7219849,-0.1062012
4.106752880210983,0.7203369,-0.112854
4.106801462083006,0.7193604,-0.1195679
4.106850043955027,0.7160034,-0.1256104
4.106898625827048,0.7180176,-0.1337891
4.106947207699069,0.7150879,-0.138855
4.106995789571091,0.7130737,-0.1467285
4.107044371443113,0.7113037,-0.1531372
4.107092953315134,0.7102051,-0.1605225
4.107141535187155,0.7092285,-0.1660156
4.107190117059177,0.7081299,-0.1729126
4.107238698931199,0.7050171,-0.1801758
4.10728728080322,0.7026978,-0.1858521
4.107335862675241,0.7021484,-0.1921997
4.107384444547263,0.7000122,-0.1992188
4.107433026419284,0.6975098,-0.2069092
4.107481608291306,0.6954956,-0.2126465
4.107530190163327,0.6950073,-0.2192383
4.107578772035349,0.6922607,-0.2254639
4.10762735390737,0.6890259,-0.2323608
4.107675935779391,0.6871948,-0.2382202
4.107724517651413,0.6843872,-0.2457886
4.107773099523435,0.6826172,-0.2506714
4.107821681395456,0.6792603,-0.2573853
4.107870263267477,0.6784058,-0.263916
4.1079188451394995,0.6748657,-0.2699585
4.107967427011521,0.6716309,-0.2767944
4.108016008883542,0.6697998,-0.2832642
4.108064590755563,0.6661987,-0.2901611
4.108113172627585,0.6641846,-0.2954712
4.108161754499607,0.6600342,-0.3024902
4.108210336371628,0.6578369,-0.3078003
4.108258918243649,0.6542358,-0.3127441
4.108307500115671,0.6524048,-0.3200073
4.108356081987692,0.6486816,-0.3255005
4.108404663859714,0.6459961,-0.3322754
4.108453245731735,0.6416626,-0.3379517
4.108501827603757,0.6384888,-0.3435059
4.108550409475778,0.6355591,-0.3501587
4.108598991347799,0.6315308,-0.3566284
4.108647573219821,0.6289673,-0.3616943
4.108696155091843,0.6251221,-0.3685913
4.108744736963864,0.6226196,-0.3734741
4.108793318835885,0.6190796,-0.3799438
4.108841900707907,0.6134033,-0.3855591
4.108890482579929,0.6098022,-0.3915405
4.10893906445195,0.6077271,-0.397644
4.108987646323971,0.6038208,-0.4033813
4.1090362281959925,0.6010132,-0.407959
4.109084810068015,0.5956421,-0.4140015
4.109133391940036,0.5909424,-0.4191895
4.109181973812057,0.5879517,-0.4240723
4.1092305556840785,0.5839844,-0.428894
4.1092791375561,0.5790405,-0.4338989
4.109327719428122,0.5750122,-0.4411011
4.109376301300143,0.5716553,-0.4459839
4.1094248831721645,0.5670776,-0.4505615
4.109473465044186,0.5614624,-0.4564819
4.109522046916208,0.5584717,-0.4624634
4.109570628788229,0.5544434,-0.4672852
4.1096192106602505,0.5484619,-0.4717407
4.109667792532272,0.5447388,-0.4777222
4.109716374404293,0.541687,-0.482666
4.109764956276315,0.5341187,-0.4871216
4.1098135381483365,0.531189,-0.4923096
4.109862120020358,0.52771,-0.4968872
4.109910701892379,0.5221558,-0.5012207
4.1099592837644,0.5177917,-0.5079651
4.1100078656364225,0.5131226,-0.5107117
4.110056447508444,0.5077515,-0.5167236
4.110105029380465,0.501709,-0.521698
4.110153611252486,0.4971924,-0.5262451
4.110202193124508,0.4918213,-0.5304565
4.11025077499653,0.4868164,-0.5337524
4.110299356868551,0.4818115,-0.5391235
4.110347938740572,0.4780273,-0.5448608
4.110396520612594,0.4729614,-0.5476685
4.110445102484616,0.46698,-0.5531616
4.110493684356637,0.4619751,-0.5569458
4.110542266228658,0.4567871,-0.5608521
4.11059084810068,0.4511719,-0.5666504
4.110639429972701,0.4451904,-0.5703735
4.110688011844723,0.4411011,-0.5740356
4.110736593716744,0.4351807,-0.5784302
4.110785175588766,0.4291992,-0.5821533
4.110833757460787,0.4238281,-0.586853
4.110882339332808,0.4185791,-0.5892334
4.11093092120483,0.4127808,-0.5950317
4.110979503076852,0.4071655,-0.5984497
4.111028084948873,0.4016724,-0.6011353
4.111076666820894,0.3960571,-0.605835
4.1111252486929155,0.3899536,-0.609314
4.111173830564938,0.3842163,-0.6133423
4.111222412436959,0.3794556,-0.617981
4.11127099430898,0.3743286,-0.6196899
4.1113195761810015,0.3673706,-0.6241455
4.111368158053024,0.362793,-0.6265259
4.111416739925045,0.3560181,-0.630188
4.111465321797066,0.3501587,-0.631958
4.1115139036690875,0.3430176,-0.6363525
4.111562485541109,0.336792,-0.6387939
4.111611067413131,0.3312378,-0.6417236
4.111659649285152,0.3244019,-0.6464844
4.1117082311571735,0.3185425,-0.6489258
4.111756813029195,0.3137817,-0.6524658
4.111805394901216,0.3077393,-0.6547852
4.111853976773238,0.300415,-0.6572266
4.1119025586452596,0.2932129,-0.6610107
4.111951140517281,0.2878418,-0.6634521
4.111999722389302,0.2818604,-0.6654663
4.112048304261324,0.2755127,-0.6674805
4.112096886133346,0.2687988,-0.6712646
4.112145468005367,0.2628174,-0.6731567
4.112194049877388,0.2556763,-0.6755371
4.112242631749409,0.2506714,-0.6776123
4.112291213621432,0.2440796,-0.6810303
4.112339795493453,0.2374878,-0.6826782
4.112388377365474,0.2303467,-0.684021
4.112436959237495,0.2247925,-0.687439
4.112485541109517,0.2175293,-0.6894531
4.112534122981539,0.2129517,-0.6914063
4.11258270485356,0.2058716,-0.6924438
4.112631286725581,0.1994019,-0.6951294
4.112679868597603,0.1931152,-0.6968994
4.112728450469624,0.1856689,-0.6972656
4.112777032341646,0.178894,-0.7000122
4.112825614213667,0.1716919,-0.7022095
4.112874196085689,0.1661987,-0.7043457
4.11292277795771,0.1587524,-0.7042236
4.112971359829732,0.1518555,-0.7061768
4.1130199417017534,0.1454468,-0.7081299
4.113068523573775,0.1390991,-0.7090454
4.113117105445796,0.1324463,-0.7096558
4.113165687317817,0.126709,-0.7116699
4.1132142691898395,0.1206055,-0.7127686
