# Metadata:utc,2021-01-15 20:19:49.977874|path,D:\waferscreen\nist\10\2021-01-15\scan\raw\scan4.100GHz-6.200GHz_2021-01-15 20-19-49.977874.txt|end_time,1610741989|export_type,scan|fcenter_ghz,6|flux_current_ua,0|flux_supply_v,0|fmax_ghz,6|fmin_ghz,4|fspan_ghz,0|if_bw_hz,100|num_freq_points,11207|port_power_dbm,-20|ramp_series_resistance_ohms,10000|start_time,1610741848|sweeptype,lin|vna_address,GPIB1::19::INSTR
# Header:freq_ghz,real,imag
4.1,0.3012695,0.6815186
4.100187399607353,0.3251953,0.6700439
4.100374799214706,0.3491821,0.6577759
4.100562198822059,0.3734131,0.6437378
4.100749598429412,0.3965454,0.6286621
4.100936998036766,0.4182739,0.6134644
4.101124397644119,0.4403076,0.5969238
4.101311797251472,0.4613037,0.5813599
4.101499196858826,0.4828491,0.5636597
4.101686596466179,0.5018311,0.5442505
4.1018739960735315,0.5205078,0.526001
4.1020613956808845,0.5393677,0.5045776
4.102248795288238,0.5574951,0.4855347
4.102436194895591,0.5731812,0.4641113
4.102623594502944,0.5910645,0.4429321
4.102810994110298,0.6057129,0.4212036
4.102998393717651,0.6201782,0.3980103
4.103185793325004,0.6342773,0.3743896
4.103373192932358,0.6463013,0.3531494
4.1035605925397105,0.6567993,0.3274536
4.103747992147063,0.670105,0.3023071
4.103935391754417,0.6792603,0.2780151
4.10412279136177,0.6902466,0.2537231
4.104310190969123,0.6978149,0.2294922
4.104497590576477,0.7052002,0.2028198
4.10468499018383,0.7125854,0.1772461
4.104872389791183,0.7171631,0.1507568
4.1050597893985366,0.7214966,0.125
4.1052471890058895,0.7258301,0.0977173
4.105434588613242,0.7286377,0.0717773
4.105621988220595,0.729187,0.0446167
4.105809387827949,0.7304077,0.019165
4.105996787435302,0.7301025,-0.008056641
4.106184187042655,0.7298584,-0.03411865
4.106371586650009,0.7279663,-0.05999756
4.106558986257362,0.7238159,-0.08612061
4.106746385864715,0.7200317,-0.1139526
4.106933785472068,0.715332,-0.1402588
4.107121185079421,0.7094727,-0.1646118
4.107308584686774,0.7028809,-0.1894531
4.107495984294128,0.6949463,-0.2176514
4.107683383901481,0.6851807,-0.2407227
4.107870783508834,0.6765747,-0.2657471
4.108058183116188,0.6663208,-0.2904053
4.108245582723541,0.6541138,-0.3134155
4.108432982330894,0.6433105,-0.3358765
4.108620381938247,0.6299438,-0.3612671
4.1088077815456,0.6184082,-0.3834229
4.108995181152953,0.6020508,-0.4034424
4.109182580760307,0.5853882,-0.4259644
4.10936998036766,0.5704346,-0.4468384
4.109557379975013,0.5537109,-0.4671631
4.109744779582366,0.5380859,-0.4877319
4.10993217918972,0.5196838,-0.5056152
4.110119578797073,0.5006714,-0.5245972
4.1103069784044255,0.4801025,-0.5418701
4.110494378011779,0.4602051,-0.557373
4.110681777619132,0.4401245,-0.5739746
4.110869177226485,0.418396,-0.5898438
4.111056576833839,0.3977661,-0.6036377
4.111243976441192,0.3751221,-0.6185303
4.111431376048545,0.3528442,-0.632019
