Timestamp,Test Time,Log Comments,PS_V,960V,PS_I,RLeads,Pressure,Tset,Snout Coil Set,ADR 50mK,PT 60K,PT 3K,Magnet Diode,Auxiliary,ADR 1K,Magnet RTD,H20 Inlet Temp,H20 Outlet Temp,Helium Temp,Oil Temp,High Side Press,Low Side Press,Current,Runtime (min),921_R,922_1_V,922_2_V,922_3_V,922_4_V,923A1_R,923A2_R
04/12/2021 10:24:18.055,0.007001,,-0.000201,0.000000,-0.000444,0.000817,0.000000,0.075000,0.000000,0.072908450,56.395000,2.351000,2.786000,306.080000,0.258880,2.000000,9.500000,21.100000,58.600000,23.100000,267.100000,100.400000,9.000000,23504.616667,26142.360000,1.058766,1.699151,1.617262,0.504279,5509.240000,166051.500000
04/12/2021 10:24:20.022,1.906458,,0.125935,0.064868,0.003008,528.624586,0.000000,0.075000,0.000000,0.072672630,56.396000,2.362000,2.785000,306.132000,0.266995,2.000000,9.600000,21.100000,58.600000,23.100000,262.500000,91.000000,9.000000,23504.616667,26262.000000,1.058764,1.698841,1.617285,0.504131,5369.064000,166051.500000
04/12/2021 10:24:21.027,2.897525,,0.288956,0.158826,0.010661,41.870750,0.000000,0.075000,0.000000,0.072597450,56.397000,2.366000,2.785000,306.140000,0.243844,2.000000,9.500000,21.100000,58.600000,23.100000,272.800000,101.100000,10.000000,23504.616667,26265.950000,1.058763,1.698750,1.617293,0.504133,5789.769000,166051.500000
04/12/2021 10:24:23.032,4.896538,,0.463891,0.235527,0.028737,19.223851,0.000000,0.075000,0.000000,0.072706270,56.397000,2.354000,2.784000,306.220000,0.216570,2.000000,9.500000,21.100000,58.500000,23.100000,268.000000,101.400000,9.000000,23504.616667,26212.950000,1.058763,1.699080,1.617316,0.503941,6407.032000,166051.500000
04/12/2021 10:24:25.039,6.897542,,0.508360,0.256378,0.037900,14.590606,0.000000,0.075000,0.000000,0.073571510,56.397000,2.351000,2.783000,306.408000,0.214453,2.000000,9.500000,21.100000,58.600000,23.100000,263.400000,94.100000,9.000000,23504.616667,25800.660000,1.058765,1.699166,1.617332,0.503488,6460.028000,166051.500000
04/12/2021 10:24:27.024,8.899639,,0.547623,0.269623,0.040232,12.913044,0.000000,0.075000,0.000000,0.073502580,56.396000,2.365000,2.782000,306.475000,0.201075,2.000000,9.500000,21.200000,58.500000,23.100000,259.700000,86.400000,9.000000,23504.616667,25840.230000,1.058764,1.698771,1.617355,0.503326,6841.401000,166051.500000
04/12/2021 10:24:29.032,10.893647,,0.568125,0.288073,0.043942,13.309902,0.000000,0.075000,0.000000,0.073918180,56.397000,2.357000,2.781000,306.622000,0.157266,2.000000,9.400000,21.100000,58.600000,23.100000,260.500000,91.900000,10.000000,23504.616667,25658.260000,1.058765,1.698979,1.617370,0.502974,8597.851000,166051.500000
04/12/2021 10:24:31.035,12.904654,,0.658217,0.331596,0.048725,13.416381,0.000000,0.075000,0.000000,0.073781920,56.395000,2.350000,2.780000,306.698000,0.156909,2.000000,9.500000,21.100000,58.700000,23.100000,272.900000,98.000000,10.000000,23504.616667,25688.900000,1.058766,1.699173,1.617392,0.502791,8616.368000,166051.500000
04/12/2021 10:24:32.046,13.905659,,0.677396,0.345143,0.051277,13.508875,0.000000,0.075000,0.000000,0.073828520,56.396000,2.356000,2.779000,306.750000,0.168385,2.000000,9.500000,21.100000,58.600000,23.100000,260.000000,85.500000,9.000000,23504.616667,25699.950000,1.058765,1.699015,1.617401,0.502610,8055.171000,166051.500000
04/12/2021 10:24:34.030,15.890715,,0.749762,0.380620,0.056410,13.280423,0.000000,0.075000,0.000000,0.073665990,56.395000,2.364000,2.779000,306.876000,0.201962,2.000000,9.500000,21.100000,58.600000,23.200000,259.700000,90.700000,10.000000,23504.616667,25783.540000,1.058766,1.698874,1.617414,0.502362,6813.378000,166051.500000
04/12/2021 10:24:36.038,17.897724,,0.850651,0.428593,0.063497,13.414271,0.000000,0.075000,0.000000,0.073431280,56.398000,2.352000,2.778000,307.000000,0.162578,2.000000,9.500000,21.100000,58.600000,23.100000,270.300000,96.600000,10.000000,23504.616667,25877.140000,1.058762,1.699142,1.617437,0.501843,8322.332000,166051.500000
04/12/2021 10:24:38.020,19.896732,,0.954452,0.475636,0.071766,13.409526,0.000000,0.075000,0.000000,0.073350740,56.395000,2.350000,2.777000,307.193000,0.177347,2.000000,9.500000,21.100000,58.600000,23.100000,271.400000,102.600000,10.000000,23504.616667,25902.960000,1.058767,1.699017,1.617452,0.501599,7673.264000,166051.500000
04/12/2021 10:24:39.036,20.890738,,1.001510,0.505324,0.075589,13.299526,0.000000,0.075000,0.000000,0.073437070,56.396000,2.362000,2.776000,307.236000,0.170709,2.000000,9.600000,21.100000,58.600000,23.000000,259.600000,89.600000,10.000000,23504.616667,25901.280000,1.058765,1.698860,1.617466,0.501495,7948.802000,166051.500000
04/12/2021 10:24:41.022,22.894182,,1.079404,0.541259,0.082634,13.128380,0.000000,0.075000,0.000000,0.073431640,56.395000,2.360000,2.775000,307.323000,0.172785,2.000000,9.500000,21.000000,58.600000,23.100000,266.800000,94.900000,10.000000,23504.616667,25894.150000,1.058765,1.698905,1.617481,0.501285,7857.702000,166051.500000
04/12/2021 10:24:42.026,23.901186,,1.123365,0.566600,0.086015,13.062519,0.000000,0.075000,0.000000,0.073471160,56.395000,2.355000,2.775000,307.337000,0.173578,2.000000,9.500000,21.100000,58.600000,23.100000,262.300000,89.700000,9.000000,23504.616667,25851.110000,1.058766,1.699171,1.617487,0.501252,7825.639000,166051.500000
04/12/2021 10:24:43.032,24.906189,,1.155980,0.577391,0.089082,13.060114,0.000000,0.075000,0.000000,0.073527530,56.395000,2.348000,2.775000,307.355000,0.161703,2.000000,9.500000,21.000000,58.700000,23.100000,272.100000,101.600000,10.000000,23504.616667,25831.900000,1.058766,1.699242,1.617502,0.501209,8367.704000,166051.500000
04/12/2021 10:24:45.022,26.901197,,1.222632,0.614513,0.094838,12.996878,0.000000,0.075000,0.000000,0.073656620,56.397000,2.356000,2.774000,307.313000,0.185421,2.000000,9.600000,21.100000,58.600000,23.200000,267.700000,101.200000,9.000000,23504.616667,25756.680000,1.058768,1.699017,1.617517,0.501309,7363.801000,166051.500000
04/12/2021 10:24:46.037,27.894203,,1.253794,0.627705,0.097100,12.891761,0.000000,0.075000,0.000000,0.073694460,56.395000,2.361000,2.773000,307.337000,0.166353,2.000000,9.400000,21.100000,58.600000,23.100000,263.700000,93.800000,10.000000,23504.616667,25750.930000,1.058766,1.698831,1.617522,0.501251,8148.173000,166051.500000
04/12/2021 10:24:48.025,29.900826,,1.300270,0.648431,0.101303,12.833548,0.000000,0.075000,0.000000,0.073825730,56.395000,2.354000,2.772000,307.308000,0.194274,2.000000,9.500000,21.100000,58.600000,23.100000,272.700000,99.900000,10.000000,23504.616667,25656.600000,1.058767,1.699075,1.617544,0.501270,7056.259000,166051.500000
04/12/2021 10:24:50.026,31.895834,,1.349071,0.677498,0.105215,12.833180,0.000000,0.075000,0.000000,0.073925630,56.395000,2.347000,2.772000,307.505000,0.186231,2.000000,9.500000,21.000000,58.600000,23.100000,268.500000,101.900000,9.000000,23504.616667,25618.670000,1.058767,1.699191,1.617557,0.500846,7334.867000,166051.500000
04/12/2021 10:24:51.027,32.900838,,1.369883,0.686828,0.107062,12.821982,0.000000,0.075000,0.000000,0.073994870,56.395000,2.356000,2.771000,307.586000,0.184602,2.000000,9.500000,20.900000,58.600000,23.100000,261.300000,92.300000,10.000000,23504.616667,25592.450000,1.058766,1.699011,1.617570,0.500651,7393.052000,166051.500000
04/12/2021 10:24:53.042,34.896856,,1.410290,0.703336,0.110379,12.783648,0.000000,0.075000,0.000000,0.074057710,56.396000,2.362000,2.770000,307.776000,0.133550,2.000000,9.500000,21.100000,58.600000,23.100000,273.000000,98.800000,10.000000,23504.616667,25565.650000,1.058767,1.698851,1.617584,0.500193,10107.060000,166051.500000
04/12/2021 10:24:55.045,36.902155,,1.449254,0.726686,0.113553,12.771490,0.000000,0.075000,0.000000,0.074106230,56.394000,2.349000,2.770000,307.890000,0.134330,2.000000,9.500000,21.200000,58.500000,23.100000,269.600000,102.200000,9.000000,23504.616667,25538.870000,1.058768,1.699215,1.617606,0.499919,10047.910000,166051.500000
04/12/2021 10:24:57.040,38.901164,,1.486138,0.745599,0.116546,12.752529,0.000000,0.075000,0.000000,0.074203450,56.395000,2.350000,2.769000,308.024000,0.151164,2.000000,9.500000,21.100000,58.600000,23.200000,265.400000,97.900000,9.000000,23504.616667,25508.240000,1.058767,1.699182,1.617615,0.499597,8934.387000,166051.500000
04/12/2021 10:24:59.034,40.902171,,1.528302,0.765211,0.119629,12.752152,0.000000,0.075000,0.000000,0.074165460,56.395000,2.361000,2.768000,308.058000,0.146753,2.000000,9.500000,21.100000,58.600000,23.000000,260.700000,86.000000,9.000000,23504.616667,25532.560000,1.058767,1.698865,1.617634,0.499516,9193.863000,166051.500000
04/12/2021 10:25:00.051,41.906175,,1.543779,0.765211,0.121239,12.752152,0.000000,0.030000,0.000000,0.074180680,56.392000,2.357000,2.767000,308.129000,0.134592,2.000000,9.500000,21.100000,58.600000,23.100000,270.500000,102.400000,9.000000,23504.616667,25481.280000,1.058771,1.698981,1.617641,0.499309,10028.080000,166051.500000
04/12/2021 10:25:02.025,43.895817,,1.323492,0.649224,0.115873,12.697808,0.000000,0.030000,0.000000,0.074299290,56.395000,2.348000,2.767000,308.081000,0.159923,2.000000,9.500000,21.100000,58.600000,23.000000,266.300000,99.600000,9.000000,23504.616667,25440.710000,1.058767,1.699277,1.617653,0.499460,8460.013000,166051.500000
04/12/2021 10:25:03.027,44.902820,,1.145301,0.559135,0.102013,11.421962,0.000000,0.030000,0.000000,0.074151460,56.393000,2.350000,2.766000,308.045000,0.205907,2.000000,9.400000,21.100000,58.600000,23.100000,268.700000,95.600000,10.000000,23504.616667,25536.450000,1.058769,1.699179,1.617666,0.499546,6698.968000,166051.500000
04/12/2021 10:25:05.023,46.894834,,0.812570,0.395283,0.075687,11.047871,0.000000,0.030000,0.000000,0.073213850,56.394000,2.361000,2.765000,308.091000,0.149326,2.000000,9.500000,21.100000,58.600000,23.100000,271.800000,102.200000,9.000000,23504.616667,25986.190000,1.058769,1.698870,1.617679,0.499436,9042.479000,166051.500000
04/12/2021 10:25:06.018,47.895833,,0.647709,0.322086,0.062754,10.735905,0.000000,0.030000,0.000000,0.072707270,56.393000,2.361000,2.765000,308.100000,0.145808,2.000000,9.500000,21.100000,58.600000,23.000000,259.100000,88.800000,9.000000,23504.616667,26282.520000,1.058769,1.699000,1.617685,0.499415,9249.435000,166051.500000
04/12/2021 10:25:07.031,48.895836,,0.452948,0.217516,0.049276,10.321453,0.000000,0.030000,0.000000,0.072314990,56.394000,2.352000,2.765000,308.135000,0.146391,2.000000,9.500000,21.100000,58.600000,23.100000,267.300000,100.700000,9.000000,23504.616667,26426.630000,1.058768,1.699136,1.617696,0.499329,9215.134000,166051.500000
04/12/2021 10:25:09.029,50.901147,,-0.014409,-0.010042,0.016497,6.307590,0.000000,0.030000,0.000000,0.073485660,56.393000,2.347000,2.764000,308.153000,0.142046,2.000000,9.500000,21.100000,58.600000,23.100000,262.700000,91.600000,9.000000,23504.616667,25763.090000,1.058767,1.699275,1.617706,0.499287,9500.197000,166051.500000
