"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.00094009401E+009, -6.37513165153E-002, +4.67916544353E-002
+4.00096009601E+009, -6.34364247852E-002, +4.72520730528E-002
+4.00098009801E+009, -6.30772951470E-002, +4.77350148514E-002
+4.00100010001E+009, -6.27602072290E-002, +4.81562305909E-002
+4.00102010201E+009, -6.23873449955E-002, +4.86167421072E-002
+4.00104010401E+009, -6.20321701053E-002, +4.90813366256E-002
+4.00106010601E+009, -6.16693762096E-002, +4.95315200457E-002
+4.00108010801E+009, -6.13043251606E-002, +4.99745740757E-002
+4.00110011001E+009, -6.09763724863E-002, +5.04032430787E-002
+4.00112011201E+009, -6.06058153686E-002, +5.08591356078E-002
+4.00114011401E+009, -6.02198346904E-002, +5.13063152953E-002
+4.00116011601E+009, -5.98417807534E-002, +5.17121663560E-002
+4.00118011801E+009, -5.94758540871E-002, +5.21407564327E-002
+4.00120012001E+009, -5.91137470599E-002, +5.25930300423E-002
+4.00122012201E+009, -5.87272135962E-002, +5.30414568263E-002
+4.00124012401E+009, -5.83435623428E-002, +5.34425759393E-002
+4.00126012601E+009, -5.79426898108E-002, +5.38711774537E-002
+4.00128012801E+009, -5.75816572165E-002, +5.42674760747E-002
+4.00130013001E+009, -5.71502713851E-002, +5.46952836927E-002
+4.00132013201E+009, -5.67733259116E-002, +5.51092423100E-002
+4.00134013401E+009, -5.63611150509E-002, +5.55292762749E-002
+4.00136013601E+009, -5.59934982032E-002, +5.59455984659E-002
+4.00138013801E+009, -5.55687545423E-002, +5.63311532700E-002
+4.00140014001E+009, -5.51771328770E-002, +5.67349952349E-002
+4.00142014201E+009, -5.47303061509E-002, +5.71117312788E-002
+4.00144014401E+009, -5.43064483279E-002, +5.75370713712E-002
+4.00146014601E+009, -5.38977266585E-002, +5.78905232785E-002
+4.00148014801E+009, -5.34781337199E-002, +5.82937565088E-002
+4.00150015002E+009, -5.30378484958E-002, +5.86962189780E-002
+4.00152015202E+009, -5.26607161885E-002, +5.91027578044E-002
+4.00154015402E+009, -5.22162128793E-002, +5.94486123226E-002
+4.00156015602E+009, -5.17783990813E-002, +5.98514019458E-002
+4.00158015802E+009, -5.13572360010E-002, +6.02041643606E-002
+4.00160016002E+009, -5.09027191598E-002, +6.05866005752E-002
+4.00162016202E+009, -5.04794075052E-002, +6.09449867108E-002
+4.00164016402E+009, -5.00194460068E-002, +6.13415637894E-002
+4.00166016602E+009, -4.96230359161E-002, +6.16781844246E-002
+4.00168016802E+009, -4.91678431297E-002, +6.20317861537E-002
+4.00170017002E+009, -4.87081651305E-002, +6.23827695293E-002
+4.00172017202E+009, -4.82297103649E-002, +6.27398734272E-002
+4.00174017402E+009, -4.78049505993E-002, +6.31107150745E-002
+4.00176017602E+009, -4.73536272268E-002, +6.34531754418E-002
+4.00178017802E+009, -4.68817882047E-002, +6.37964206464E-002
+4.00180018002E+009, -4.64081488669E-002, +6.40834741682E-002
+4.00182018202E+009, -4.59696866714E-002, +6.44366571653E-002
+4.00184018402E+009, -4.54924147431E-002, +6.47636304469E-002
+4.00186018602E+009, -4.50323089292E-002, +6.50871721742E-002
+4.00188018802E+009, -4.45326032842E-002, +6.54772634118E-002
+4.00190019002E+009, -4.40599069503E-002, +6.57495698558E-002
+4.00192019202E+009, -4.36040914630E-002, +6.60936701308E-002
+4.00194019402E+009, -4.31326329632E-002, +6.63889506596E-002
+4.00196019602E+009, -4.25992640164E-002, +6.67145869932E-002
+4.00198019802E+009, -4.21550665621E-002, +6.69918822259E-002
+4.00200020002E+009, -4.16751387126E-002, +6.73203848730E-002
+4.00202020202E+009, -4.11837313444E-002, +6.76062327031E-002
+4.00204020402E+009, -4.07095183488E-002, +6.79521366411E-002
+4.00206020602E+009, -4.01828252562E-002, +6.82110243338E-002
+4.00208020802E+009, -3.96901260663E-002, +6.84935510013E-002
+4.00210021002E+009, -3.92140510986E-002, +6.87643968190E-002
+4.00212021202E+009, -3.86921614318E-002, +6.90714264701E-002
+4.00214021402E+009, -3.82135706911E-002, +6.93595073822E-002
+4.00216021602E+009, -3.76904668946E-002, +6.96378871932E-002
+4.00218021802E+009, -3.72103093787E-002, +6.99140753999E-002
+4.00220022002E+009, -3.66814272946E-002, +7.01836813783E-002
+4.00222022202E+009, -3.61760675767E-002, +7.04216474553E-002
+4.00224022402E+009, -3.56721284994E-002, +7.06932034830E-002
+4.00226022602E+009, -3.51673309884E-002, +7.09811353823E-002
+4.00228022802E+009, -3.46560198677E-002, +7.12246214171E-002
+4.00230023002E+009, -3.41229086539E-002, +7.14863769115E-002
+4.00232023202E+009, -3.36468241928E-002, +7.17176184924E-002
+4.00234023402E+009, -3.30881305081E-002, +7.19366458791E-002
+4.00236023602E+009, -3.25790811900E-002, +7.21788694865E-002
+4.00238023802E+009, -3.20734371284E-002, +7.24457974732E-002
+4.00240024002E+009, -3.15387245616E-002, +7.26740266007E-002
+4.00242024202E+009, -3.10214656241E-002, +7.29125422551E-002
+4.00244024402E+009, -3.04833799756E-002, +7.31415218985E-002
+4.00246024602E+009, -2.99464707640E-002, +7.33195176811E-002
+4.00248024802E+009, -2.94195813753E-002, +7.35092545981E-002
+4.00250025003E+009, -2.88808536075E-002, +7.37538283699E-002
+4.00252025203E+009, -2.83631816622E-002, +7.39909860683E-002
+4.00254025403E+009, -2.78433381986E-002, +7.41916113483E-002
+4.00256025603E+009, -2.73016063711E-002, +7.43975568638E-002
+4.00258025803E+009, -2.67208216714E-002, +7.45797154610E-002
+4.00260026003E+009, -2.62242282293E-002, +7.47682667589E-002
+4.00262026203E+009, -2.56612065543E-002, +7.49365968104E-002
+4.00264026403E+009, -2.51181647845E-002, +7.51557062015E-002
+4.00266026603E+009, -2.45672427694E-002, +7.53117100898E-002
+4.00268026803E+009, -2.40331296928E-002, +7.54979230996E-002
+4.00270027003E+009, -2.34849583204E-002, +7.57054024785E-002
+4.00272027203E+009, -2.29467208826E-002, +7.58502349031E-002
+4.00274027403E+009, -2.23795776565E-002, +7.59860858049E-002
+4.00276027603E+009, -2.18637110584E-002, +7.61601547839E-002
+4.00278027803E+009, -2.12826098736E-002, +7.63415005191E-002
+4.00280028003E+009, -2.07324844861E-002, +7.65071402114E-002
+4.00282028203E+009, -2.01645322437E-002, +7.66362571354E-002
+4.00284028403E+009, -1.96240961286E-002, +7.67467090053E-002
+4.00286028603E+009, -1.90490353922E-002, +7.69282147786E-002
+4.00288028803E+009, -1.85043317844E-002, +7.70032670091E-002
+4.00290029003E+009, -1.79477648868E-002, +7.71877456827E-002
+4.00292029203E+009, -1.74014066109E-002, +7.73326287969E-002
+4.00294029403E+009, -1.68212500726E-002, +7.74563281611E-002
+4.00296029603E+009, -1.62542354311E-002, +7.75764994931E-002
+4.00298029803E+009, -1.57198890808E-002, +7.76891313472E-002
+4.00300030003E+009, -1.51712964390E-002, +7.77895951503E-002
+4.00302030203E+009, -1.45812695992E-002, +7.78943262195E-002
+4.00304030403E+009, -1.40281960696E-002, +7.80050730630E-002
+4.00306030603E+009, -1.34470177548E-002, +7.81039384460E-002
+4.00308030803E+009, -1.28994378553E-002, +7.82189161152E-002
+4.00310031003E+009, -1.23306478436E-002, +7.82945572257E-002
+4.00312031203E+009, -1.17421371973E-002, +7.83472909002E-002
+4.00314031403E+009, -1.11594714895E-002, +7.84666732060E-002
+4.00316031603E+009, -1.06460346228E-002, +7.85361739469E-002
+4.00318031803E+009, -1.00623293824E-002, +7.86420302748E-002
+4.00320032003E+009, -9.48026659283E-003, +7.87171417331E-002
+4.00322032203E+009, -8.90204576598E-003, +7.87828239330E-002
+4.00324032403E+009, -8.33620227669E-003, +7.88361822916E-002
+4.00326032603E+009, -7.76439807781E-003, +7.88806223952E-002
+4.00328032803E+009, -7.19187620721E-003, +7.89490734814E-002
+4.00330033003E+009, -6.59473480918E-003, +7.90030321516E-002
+4.00332033203E+009, -6.05056825663E-003, +7.90603567460E-002
+4.00334033403E+009, -5.48135634866E-003, +7.91326896758E-002
+4.00336033603E+009, -4.89891959534E-003, +7.91406202423E-002
+4.00338033803E+009, -4.32404556389E-003, +7.91440840611E-002
+4.00340034003E+009, -3.78155029026E-003, +7.91867698309E-002
+4.00342034203E+009, -3.19406909250E-003, +7.92021665611E-002
+4.00344034403E+009, -2.59942241534E-003, +7.92788418433E-002
+4.00346034603E+009, -2.03261372522E-003, +7.93028926558E-002
+4.00348034803E+009, -1.44344573069E-003, +7.93177796296E-002
+4.00350035004E+009, -8.98886351463E-004, +7.92944114982E-002
+4.00352035204E+009, -3.11116428530E-004, +7.92863760546E-002
+4.00354035404E+009, +2.46514073287E-004, +7.93077377735E-002
+4.00356035604E+009, +8.22960813024E-004, +7.93034055735E-002
+4.00358035804E+009, +1.40420358912E-003, +7.92679974535E-002
+4.00360036004E+009, +1.98849661457E-003, +7.92779747693E-002
+4.00362036204E+009, +2.57953348164E-003, +7.92641489704E-002
+4.00364036404E+009, +3.12274076629E-003, +7.92511004044E-002
+4.00366036604E+009, +3.70561370658E-003, +7.91876186253E-002
+4.00368036804E+009, +4.25637168968E-003, +7.91803485883E-002
+4.00370037004E+009, +4.82988750844E-003, +7.91767470393E-002
+4.00372037204E+009, +5.44869160950E-003, +7.91250306725E-002
+4.00374037404E+009, +5.99621616222E-003, +7.91161286426E-002
+4.00376037604E+009, +6.56066803781E-003, +7.90452521189E-002
+4.00378037804E+009, +7.13193989454E-003, +7.89954666793E-002
+4.00380038004E+009, +7.69903547199E-003, +7.89767345191E-002
+4.00382038204E+009, +8.30094851259E-003, +7.88768148758E-002
+4.00384038404E+009, +8.85036277101E-003, +7.88379281812E-002
+4.00386038604E+009, +9.43498137866E-003, +7.87782890306E-002
+4.00388038804E+009, +1.00115940262E-002, +7.87043530890E-002
+4.00390039004E+009, +1.05465286379E-002, +7.86095654946E-002
+4.00392039204E+009, +1.11435371275E-002, +7.85550114462E-002
+4.00394039404E+009, +1.17168544552E-002, +7.84593974562E-002
+4.00396039604E+009, +1.22930081682E-002, +7.83727175256E-002
+4.00398039804E+009, +1.28593038955E-002, +7.82929199825E-002
+4.00400040004E+009, +1.34204305104E-002, +7.82338225268E-002
+4.00402040204E+009, +1.39752586949E-002, +7.81224621308E-002
+4.00404040404E+009, +1.45295561544E-002, +7.79784738235E-002
+4.00406040604E+009, +1.51235998354E-002, +7.78774038379E-002
+4.00408040804E+009, +1.56754182390E-002, +7.77679295439E-002
+4.00410041004E+009, +1.62341496766E-002, +7.76713572922E-002
+4.00412041204E+009, +1.67907320453E-002, +7.75479432572E-002
+4.00414041404E+009, +1.73555699684E-002, +7.74399805414E-002
+4.00416041604E+009, +1.79323422888E-002, +7.73033505319E-002
+4.00418041804E+009, +1.84919460011E-002, +7.71466374465E-002
+4.00420042004E+009, +1.90450826578E-002, +7.70162146239E-002
+4.00422042204E+009, +1.96019824218E-002, +7.68695398587E-002
+4.00424042404E+009, +2.01751295785E-002, +7.67856019813E-002
+4.00426042604E+009, +2.07199591262E-002, +7.66302468584E-002
+4.00428042804E+009, +2.12692776565E-002, +7.64584684962E-002
+4.00430043004E+009, +2.18254083020E-002, +7.63038737610E-002
+4.00432043204E+009, +2.23756990727E-002, +7.61223376303E-002
+4.00434043404E+009, +2.29242307280E-002, +7.59681008932E-002
+4.00436043604E+009, +2.34974521538E-002, +7.58182332408E-002
+4.00438043804E+009, +2.40442697426E-002, +7.56544002636E-002
+4.00440044004E+009, +2.45769950710E-002, +7.54786188252E-002
+4.00442044204E+009, +2.51195699193E-002, +7.52956517020E-002
+4.00444044404E+009, +2.57004550512E-002, +7.51168497746E-002
+4.00446044604E+009, +2.62111144097E-002, +7.49174660582E-002
+4.00448044804E+009, +2.67669949251E-002, +7.47340318686E-002
+4.00450045005E+009, +2.73044849720E-002, +7.45512600010E-002
+4.00452045205E+009, +2.78247615146E-002, +7.43422532958E-002
+4.00454045405E+009, +2.84016038038E-002, +7.41635866166E-002
+4.00456045605E+009, +2.89468805201E-002, +7.39524405840E-002
+4.00458045805E+009, +2.94519245266E-002, +7.37180907566E-002
+4.00460046005E+009, +2.99842652930E-002, +7.35467713820E-002
+4.00462046205E+009, +3.04987532677E-002, +7.33370643985E-002
+4.00464046405E+009, +3.10374665510E-002, +7.30832655215E-002
+4.00466046605E+009, +3.15944368482E-002, +7.28430680931E-002
+4.00468046805E+009, +3.21068228646E-002, +7.26266480032E-002
+4.00470047005E+009, +3.26279725118E-002, +7.23478159042E-002
+4.00472047205E+009, +3.31459059021E-002, +7.21341533757E-002
+4.00474047405E+009, +3.36984067657E-002, +7.19141378964E-002
+4.00476047605E+009, +3.42226521157E-002, +7.16795287506E-002
+4.00478047805E+009, +3.47254564929E-002, +7.14434937045E-002
+4.00480048005E+009, +3.52601976532E-002, +7.11698063308E-002
+4.00482048205E+009, +3.57584954369E-002, +7.08932321626E-002
+4.00484048405E+009, +3.62683929278E-002, +7.06567527244E-002
+4.00486048605E+009, +3.67655480220E-002, +7.03948499839E-002
+4.00488048805E+009, +3.72910226409E-002, +7.01295934484E-002
+4.00490049005E+009, +3.77961301236E-002, +6.98617967867E-002
+4.00492049205E+009, +3.83450735282E-002, +6.95512903850E-002
+4.00494049405E+009, +3.88125850752E-002, +6.92906505811E-002
+4.00496049605E+009, +3.93301232237E-002, +6.90075744890E-002
+4.00498049805E+009, +3.97960197158E-002, +6.87192339288E-002
+4.00500050005E+009, +4.03089485304E-002, +6.83983919501E-002
+4.00502050205E+009, +4.08284771877E-002, +6.81330408704E-002
+4.00504050405E+009, +4.13380650499E-002, +6.78480174247E-002
+4.00506050605E+009, +4.18278502727E-002, +6.75507505796E-002
+4.00508050805E+009, +4.23151877964E-002, +6.72460364924E-002
+4.00510051005E+009, +4.27755949702E-002, +6.69165317174E-002
+4.00512051205E+009, +4.32613182528E-002, +6.66545122374E-002
+4.00514051405E+009, +4.37224386257E-002, +6.63302138971E-002
+4.00516051605E+009, +4.42406051281E-002, +6.59953800546E-002
+4.00518051805E+009, +4.47067917032E-002, +6.56766656860E-002
+4.00520052005E+009, +4.52169501058E-002, +6.53669039300E-002
+4.00522052205E+009, +4.56684762194E-002, +6.50321384568E-002
+4.00524052405E+009, +4.61199174353E-002, +6.46886138404E-002
+4.00526052605E+009, +4.65982296606E-002, +6.43466008374E-002
+4.00528052805E+009, +4.70540412133E-002, +6.40440301978E-002
+4.00530053005E+009, +4.75344895911E-002, +6.36877087579E-002
+4.00532053205E+009, +4.80221658472E-002, +6.33505093623E-002
+4.00534053405E+009, +4.84820144437E-002, +6.29886826730E-002
+4.00536053605E+009, +4.89095831705E-002, +6.26222602911E-002
+4.00538053805E+009, +4.93466742549E-002, +6.22777340811E-002
+4.00540054005E+009, +4.98168653904E-002, +6.18888322034E-002
+4.00542054205E+009, +5.02813389786E-002, +6.16001894764E-002
+4.00544054405E+009, +5.07134456683E-002, +6.12186773772E-002
+4.00546054605E+009, +5.11568963005E-002, +6.08510362081E-002
+4.00548054805E+009, +5.15908056387E-002, +6.04437540598E-002
+4.00550055006E+009, +5.20150689711E-002, +6.00516578097E-002
+4.00552055206E+009, +5.24575716658E-002, +5.96966854926E-002
+4.00554055406E+009, +5.28907465470E-002, +5.93270800496E-002
+4.00556055606E+009, +5.33120172161E-002, +5.89509584322E-002
+4.00558055806E+009, +5.37618819050E-002, +5.85743031491E-002
+4.00560056006E+009, +5.41715352734E-002, +5.81555167212E-002
+4.00562056206E+009, +5.46047434339E-002, +5.77611640374E-002
+4.00564056406E+009, +5.50120855038E-002, +5.73619452231E-002
+4.00566056606E+009, +5.54279538121E-002, +5.69643222499E-002
+4.00568056806E+009, +5.58557318748E-002, +5.65679131565E-002
+4.00570057006E+009, +5.63011883373E-002, +5.61572559095E-002
+4.00572057206E+009, +5.66985172703E-002, +5.57589655035E-002
+4.00574057406E+009, +5.70695153047E-002, +5.53430369767E-002
+4.00576057606E+009, +5.74920487743E-002, +5.49227723606E-002
+4.00578057806E+009, +5.78708207718E-002, +5.45343903593E-002
+4.00580058006E+009, +5.82945683732E-002, +5.40681283924E-002
+4.00582058206E+009, +5.86704232861E-002, +5.36832899484E-002
+4.00584058406E+009, +5.90420078744E-002, +5.32329268515E-002
+4.00586058606E+009, +5.94401119706E-002, +5.27953882107E-002
+4.00588058806E+009, +5.98285677038E-002, +5.23848283738E-002
+4.00590059006E+009, +6.02144039446E-002, +5.19473995017E-002
+4.00592059206E+009, +6.05856540918E-002, +5.14829941385E-002
+4.00594059406E+009, +6.09591726574E-002, +5.10597665473E-002
+4.00596059606E+009, +6.13341038521E-002, +5.06267890983E-002
+4.00598059806E+009, +6.16860510989E-002, +5.01841380698E-002
+4.00600060006E+009, +6.20569305703E-002, +4.97325459213E-002
+4.00602060206E+009, +6.24194065741E-002, +4.92657684193E-002
+4.00604060406E+009, +6.27886227144E-002, +4.88266825989E-002
+4.00606060606E+009, +6.31049969048E-002, +4.83679509076E-002
+4.00608060806E+009, +6.34862922129E-002, +4.79267740657E-002
+4.00610061006E+009, +6.38332679501E-002, +4.74421383042E-002
+4.00612061206E+009, +6.41742708803E-002, +4.69887545608E-002
+4.00614061406E+009, +6.44927057065E-002, +4.65343908741E-002
+4.00616061606E+009, +6.48525442152E-002, +4.60720205338E-002
+4.00618061806E+009, +6.52013612436E-002, +4.55819966344E-002
+4.00620062006E+009, +6.55059641108E-002, +4.51199254161E-002
+4.00622062206E+009, +6.58490615476E-002, +4.46615478970E-002
+4.00624062406E+009, +6.61732337700E-002, +4.41630972180E-002
+4.00626062606E+009, +6.64672785082E-002, +4.36925100684E-002
+4.00628062806E+009, +6.67936066837E-002, +4.31939509536E-002
+4.00630063006E+009, +6.70640345936E-002, +4.27131963775E-002
+4.00632063206E+009, +6.74410765641E-002, +4.22327869781E-002
+4.00634063406E+009, +6.77351717528E-002, +4.17269026724E-002
+4.00636063606E+009, +6.80493121263E-002, +4.12287720367E-002
+4.00638063806E+009, +6.83167332724E-002, +4.07395830900E-002
+4.00640064006E+009, +6.86142792381E-002, +4.02386192374E-002
+4.00642064206E+009, +6.89009362806E-002, +3.97469205403E-002
+4.00644064406E+009, +6.92184585187E-002, +3.92218573957E-002
+4.00646064606E+009, +6.95058001477E-002, +3.87452587516E-002
+4.00648064806E+009, +6.97945876077E-002, +3.82256665453E-002
+4.00650065007E+009, +7.00613706057E-002, +3.77350558472E-002
+4.00652065207E+009, +7.03478716977E-002, +3.71959159300E-002
+4.00654065407E+009, +7.05772493103E-002, +3.67198561554E-002
+4.00656065607E+009, +7.08599425845E-002, +3.61813374070E-002
+4.00658065807E+009, +7.11272382560E-002, +3.56845499173E-002
+4.00660066007E+009, +7.13964247573E-002, +3.51450158681E-002
+4.00662066207E+009, +7.16414561212E-002, +3.46477569873E-002
+4.00664066407E+009, +7.18985117050E-002, +3.41263007506E-002
+4.00666066607E+009, +7.21356957015E-002, +3.36273573801E-002
+4.00668066807E+009, +7.23710675949E-002, +3.30881532732E-002
+4.00670067007E+009, +7.26019323828E-002, +3.25442089337E-002
+4.00672067207E+009, +7.28572822979E-002, +3.20134628591E-002
+4.00674067407E+009, +7.30987452658E-002, +3.15080531244E-002
+4.00676067607E+009, +7.33272686842E-002, +3.09663818218E-002
+4.00678067807E+009, +7.35604150260E-002, +3.04319947249E-002
+4.00680068007E+009, +7.37617946312E-002, +2.98923930486E-002
+4.00682068207E+009, +7.39620721117E-002, +2.93925542083E-002
+4.00684068407E+009, +7.41514900885E-002, +2.88475925111E-002
+4.00686068607E+009, +7.44046367456E-002, +2.82951278205E-002
+4.00688068807E+009, +7.46288216608E-002, +2.77525934018E-002
+4.00690069007E+009, +7.48318536266E-002, +2.72314240282E-002
+4.00692069207E+009, +7.50199698837E-002, +2.66866505340E-002
+4.00694069407E+009, +7.52036398056E-002, +2.61351263673E-002
+4.00696069607E+009, +7.53640784021E-002, +2.55782040502E-002
+4.00698069807E+009, +7.55700469431E-002, +2.50296336305E-002
+4.00700070007E+009, +7.57523832057E-002, +2.44930271999E-002
+4.00702070207E+009, +7.59643340529E-002, +2.39193310941E-002
+4.00704070407E+009, +7.61015720724E-002, +2.33745765166E-002
+4.00706070607E+009, +7.62600668293E-002, +2.28357039766E-002
+4.00708070807E+009, +7.64436804223E-002, +2.22478051543E-002
+4.00710071007E+009, +7.65875361669E-002, +2.17316974022E-002
+4.00712071207E+009, +7.67786338108E-002, +2.11333769203E-002
+4.00714071407E+009, +7.69324409660E-002, +2.06063060435E-002
+4.00716071607E+009, +7.70829260553E-002, +2.00330618321E-002
+4.00718071807E+009, +7.71811084525E-002, +1.94822157423E-002
+4.00720072007E+009, +7.73179488814E-002, +1.89174640221E-002
+4.00722072207E+009, +7.74770969371E-002, +1.83677490652E-002
+4.00724072407E+009, +7.75988749740E-002, +1.77891757905E-002
+4.00726072607E+009, +7.77308470143E-002, +1.72174781795E-002
+4.00728072807E+009, +7.78936699174E-002, +1.66647421621E-002
+4.00730073007E+009, +7.79687309181E-002, +1.61031606753E-002
+4.00732073207E+009, +7.81002565387E-002, +1.55138802481E-002
+4.00734073407E+009, +7.82058066490E-002, +1.49628404815E-002
+4.00736073607E+009, +7.83227078338E-002, +1.44154388739E-002
+4.00738073807E+009, +7.84414600105E-002, +1.38162835003E-002
+4.00740074007E+009, +7.85085359605E-002, +1.32574209002E-002
+4.00742074207E+009, +7.86374214485E-002, +1.26879373199E-002
+4.00744074407E+009, +7.87238065513E-002, +1.20984468312E-002
+4.00746074607E+009, +7.87908364887E-002, +1.15526237757E-002
+4.00748074807E+009, +7.88781714846E-002, +1.09684578959E-002
+4.00750075008E+009, +7.89757835047E-002, +1.03591526861E-002
+4.00752075208E+009, +7.90388163971E-002, +9.83756048464E-003
+4.00754075408E+009, +7.91208523808E-002, +9.22261889977E-003
+4.00756075608E+009, +7.91883144257E-002, +8.70918404508E-003
+4.00758075808E+009, +7.92273755633E-002, +8.08255850235E-003
+4.00760076008E+009, +7.92949216776E-002, +7.52646154024E-003
+4.00762076208E+009, +7.93422541635E-002, +6.93242459053E-003
+4.00764076408E+009, +7.94148424807E-002, +6.38502960826E-003
+4.00766076608E+009, +7.94730479765E-002, +5.80119679085E-003
+4.00768076808E+009, +7.95045164919E-002, +5.20077495867E-003
+4.00770077008E+009, +7.95226760439E-002, +4.63872573738E-003
+4.00772077208E+009, +7.95610958998E-002, +4.04366323624E-003
+4.00774077408E+009, +7.95819312033E-002, +3.51725355894E-003
+4.00776077608E+009, +7.96126356375E-002, +2.88228231022E-003
+4.00778077808E+009, +7.96342770753E-002, +2.33608415486E-003
+4.00780078008E+009, +7.96579923845E-002, +1.73582964134E-003
+4.00782078208E+009, +7.96909004650E-002, +1.12793512542E-003
+4.00784078408E+009, +7.96624287927E-002, +6.02443738144E-004
+4.00786078608E+009, +7.96786151404E-002, +2.62790334742E-006
+4.00788078808E+009, +7.96710579644E-002, -5.66994266623E-004
+4.00790079008E+009, +7.96612111450E-002, -1.15396305037E-003
+4.00792079208E+009, +7.96513445914E-002, -1.69019422367E-003
+4.00794079408E+009, +7.96808898761E-002, -2.32811819470E-003
+4.00796079608E+009, +7.96006663849E-002, -2.90843400107E-003
+4.00798079808E+009, +7.95881890004E-002, -3.49973338661E-003
+4.00800080008E+009, +7.95742031328E-002, -4.07164212659E-003
+4.00802080208E+009, +7.95140662251E-002, -4.63717030603E-003
+4.00804080408E+009, +7.94985072955E-002, -5.22066809700E-003
+4.00806080608E+009, +7.95113920873E-002, -5.76417283023E-003
+4.00808080808E+009, +7.94328647065E-002, -6.37935330571E-003
+4.00810081008E+009, +7.93945943693E-002, -6.97792805443E-003
+4.00812081208E+009, +7.93328975296E-002, -7.50829037520E-003
+4.00814081408E+009, +7.92737632509E-002, -8.08853869847E-003
+4.00816081608E+009, +7.92219316608E-002, -8.68559825436E-003
+4.00818081808E+009, +7.91769103895E-002, -9.25285141448E-003
+4.00820082008E+009, +7.91205947085E-002, -9.83662327572E-003
+4.00822082208E+009, +7.90376004201E-002, -1.03799847834E-002
+4.00824082408E+009, +7.89568307550E-002, -1.09685919177E-002
+4.00826082608E+009, +7.88613867740E-002, -1.15428621861E-002
+4.00828082808E+009, +7.87940571661E-002, -1.21006580567E-002
+4.00830083008E+009, +7.86938376906E-002, -1.26709404325E-002
+4.00832083208E+009, +7.86082454862E-002, -1.32512800197E-002
+4.00834083408E+009, +7.85113199885E-002, -1.38495028659E-002
+4.00836083608E+009, +7.83932674772E-002, -1.44133788196E-002
+4.00838083808E+009, +7.82976268764E-002, -1.49852628293E-002
+4.00840084008E+009, +7.81486803289E-002, -1.55378296060E-002
