"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+4.01620162016E+009, -7.90970227216E-002, -8.58352312772E-003
+4.01630163016E+009, -7.93506656207E-002, -5.58035733471E-003
+4.01640164016E+009, -7.94697476813E-002, -2.72520017661E-003
+4.01650165017E+009, -7.94243777303E-002, +1.36351816613E-004
+4.01660166017E+009, -7.93650032569E-002, +3.08291358895E-003
+4.01670167017E+009, -7.92841802216E-002, +5.95511333329E-003
+4.01680168017E+009, -7.89425316270E-002, +8.81552667360E-003
+4.01690169017E+009, -7.85932825657E-002, +1.16822246124E-002
+4.01700170017E+009, -7.80911752302E-002, +1.46016742427E-002
+4.01710171017E+009, -7.75117366438E-002, +1.74198315382E-002
+4.01720172017E+009, -7.68281220674E-002, +2.01738809560E-002
+4.01730173017E+009, -7.59944985118E-002, +2.29321663861E-002
+4.01740174017E+009, -7.50743102831E-002, +2.57252192745E-002
+4.01750175018E+009, -7.40179476367E-002, +2.83634559790E-002
+4.01760176018E+009, -7.30385037135E-002, +3.10488415912E-002
+4.01770177018E+009, -7.18457225781E-002, +3.37210748656E-002
+4.01780178018E+009, -7.05822176389E-002, +3.63405618555E-002
+4.01790179018E+009, -6.91281122824E-002, +3.88284080195E-002
+4.01800180018E+009, -6.76652970765E-002, +4.13121519158E-002
+4.01810181018E+009, -6.60162028776E-002, +4.37008650158E-002
+4.01820182018E+009, -6.44032565401E-002, +4.61189534947E-002
+4.01830183018E+009, -6.27318236539E-002, +4.83950715988E-002
+4.01840184018E+009, -6.08992470732E-002, +5.06690568910E-002
+4.01850185019E+009, -5.91201396435E-002, +5.28571708428E-002
+4.01860186019E+009, -5.71186903520E-002, +5.49248970690E-002
+4.01870187019E+009, -5.49540939040E-002, +5.70029723974E-002
+4.01880188019E+009, -5.29258109025E-002, +5.88860309716E-002
+4.01890189019E+009, -5.06575180259E-002, +6.07534321444E-002
+4.01900190019E+009, -4.85419565161E-002, +6.25771148059E-002
+4.01910191019E+009, -4.60976664445E-002, +6.42048951338E-002
+4.01920192019E+009, -4.37846068246E-002, +6.58498925105E-002
+4.01930193019E+009, -4.13440494614E-002, +6.73627809445E-002
+4.01940194019E+009, -3.88235166966E-002, +6.89144858557E-002
+4.01950195020E+009, -3.62990203258E-002, +7.02977535821E-002
+4.01960196020E+009, -3.37271277721E-002, +7.15365602136E-002
+4.01970197020E+009, -3.10597442272E-002, +7.27116869793E-002
+4.01980198020E+009, -2.83436456929E-002, +7.37449608800E-002
+4.01990199020E+009, -2.56950047954E-002, +7.46658655041E-002
+4.02000200020E+009, -2.30496722504E-002, +7.54999136061E-002
+4.02010201020E+009, -2.02249855139E-002, +7.63169553626E-002
+4.02020202020E+009, -1.75151791645E-002, +7.70550271795E-002
+4.02030203020E+009, -1.46521548804E-002, +7.75996571967E-002
+4.02040204020E+009, -1.18102438228E-002, +7.80883238292E-002
+4.02050205021E+009, -8.95201997047E-003, +7.83859324932E-002
+4.02060206021E+009, -6.15302184496E-003, +7.86354996780E-002
+4.02070207021E+009, -3.26151988165E-003, +7.88044341648E-002
+4.02080208021E+009, -3.98763539172E-004, +7.88207642745E-002
+4.02090209021E+009, +2.53635922325E-003, +7.87208448929E-002
+4.02100210021E+009, +5.34979345577E-003, +7.85697908335E-002
+4.02110211021E+009, +8.18169716292E-003, +7.83888068218E-002
+4.02120212021E+009, +1.10816939738E-002, +7.80234418674E-002
+4.02130213021E+009, +1.38769712489E-002, +7.75049841032E-002
+4.02140214021E+009, +1.67830603151E-002, +7.69987151374E-002
+4.02150215022E+009, +1.94747495839E-002, +7.62846852345E-002
+4.02160216022E+009, +2.22513834346E-002, +7.55140645815E-002
+4.02170217022E+009, +2.49150297632E-002, +7.46174544513E-002
+4.02180218022E+009, +2.76371998967E-002, +7.36928852120E-002
+4.02190219022E+009, +3.02398587686E-002, +7.26284443498E-002
+4.02200220022E+009, +3.29521923086E-002, +7.15100476685E-002
+4.02210221022E+009, +3.54527886340E-002, +7.02586086459E-002
+4.02220222022E+009, +3.78966376720E-002, +6.88757517171E-002
+4.02230223022E+009, +4.05129267188E-002, +6.75082069604E-002
+4.02240224022E+009, +4.28566487148E-002, +6.58911455928E-002
+4.02250225023E+009, +4.51877580763E-002, +6.42600324001E-002
+4.02260226023E+009, +4.74020943050E-002, +6.25658979141E-002
+4.02270227023E+009, +4.97740071502E-002, +6.08850652892E-002
+4.02280228023E+009, +5.18637317199E-002, +5.89929886966E-002
+4.02290229023E+009, +5.40468034166E-002, +5.69539510431E-002
+4.02300230023E+009, +5.60116900964E-002, +5.50270682197E-002
+4.02310231023E+009, +5.80098748823E-002, +5.28631643263E-002
+4.02320232023E+009, +5.98018742281E-002, +5.08309336969E-002
+4.02330233023E+009, +6.15733271798E-002, +4.85568991539E-002
+4.02340234023E+009, +6.33534802259E-002, +4.63113290139E-002
+4.02350235024E+009, +6.49483865411E-002, +4.39443334273E-002
+4.02360236024E+009, +6.65894501716E-002, +4.15824733635E-002
+4.02370237024E+009, +6.79481973075E-002, +3.90463745132E-002
+4.02380238024E+009, +6.93706581461E-002, +3.66371462199E-002
+4.02390239024E+009, +7.05263284079E-002, +3.41026413605E-002
+4.02400240024E+009, +7.17477797998E-002, +3.14687560557E-002
+4.02410241024E+009, +7.27740237127E-002, +2.87950499377E-002
+4.02420242024E+009, +7.37970206588E-002, +2.61658121403E-002
+4.02430243024E+009, +7.46401647675E-002, +2.34927734629E-002
+4.02440244024E+009, +7.54375292297E-002, +2.06993678914E-002
+4.02450245025E+009, +7.62599190575E-002, +1.79860103165E-002
+4.02460246025E+009, +7.66868750922E-002, +1.51890878042E-002
+4.02470247025E+009, +7.73187321842E-002, +1.24063993831E-002
+4.02480248025E+009, +7.76084342249E-002, +9.59497247779E-003
+4.02490249025E+009, +7.79183475938E-002, +6.77122835569E-003
+4.02500250025E+009, +7.80840144717E-002, +3.97437699294E-003
+4.02510251025E+009, +7.81313748027E-002, +1.09212763104E-003
+4.02520252025E+009, +7.82023024249E-002, -1.72069480972E-003
+4.02530253025E+009, +7.79734685718E-002, -4.55605605713E-003
+4.02540254025E+009, +7.77907608241E-002, -7.38160253239E-003
+4.02550255026E+009, +7.74488881273E-002, -1.01919249560E-002
+4.02560256026E+009, +7.70298921184E-002, -1.30301003284E-002
+4.02570257026E+009, +7.64785666313E-002, -1.57983762361E-002
+4.02580258026E+009, +7.57850668639E-002, -1.85949768734E-002
+4.02590259026E+009, +7.50385991727E-002, -2.12205161036E-002
+4.02600260026E+009, +7.41718167511E-002, -2.39428384639E-002
+4.02610261026E+009, +7.33333326129E-002, -2.66613835337E-002
+4.02620262026E+009, +7.22456374095E-002, -2.92688917134E-002
+4.02630263026E+009, +7.11833434137E-002, -3.18788872795E-002
+4.02640264026E+009, +6.99678254337E-002, -3.44531878843E-002
+4.02650265027E+009, +6.86432307854E-002, -3.69475233065E-002
+4.02660266027E+009, +6.71337109606E-002, -3.93770553181E-002
+4.02670267027E+009, +6.57457428064E-002, -4.17263466057E-002
+4.02680268027E+009, +6.42063487932E-002, -4.41323091516E-002
+4.02690269027E+009, +6.24784697092E-002, -4.64566410393E-002
+4.02700270027E+009, +6.07604541555E-002, -4.87696043349E-002
+4.02710271027E+009, +5.89240190045E-002, -5.08346092629E-002
+4.02720272027E+009, +5.70111126392E-002, -5.28690916166E-002
+4.02730273027E+009, +5.50875131789E-002, -5.49677477121E-002
+4.02740274027E+009, +5.30642570248E-002, -5.69327803874E-002
+4.02750275028E+009, +5.09867555852E-002, -5.87594850196E-002
+4.02760276028E+009, +4.88019600846E-002, -6.05195113467E-002
+4.02770277028E+009, +4.66172797033E-002, -6.22867255562E-002
+4.02780278028E+009, +4.41935464643E-002, -6.39903611867E-002
+4.02790279028E+009, +4.18648554256E-002, -6.54818524351E-002
+4.02800280028E+009, +3.94224221352E-002, -6.69061720617E-002
+4.02810281028E+009, +3.69991480484E-002, -6.83260354575E-002
+4.02820282028E+009, +3.44454694442E-002, -6.96318551399E-002
+4.02830283028E+009, +3.19764035189E-002, -7.07579534766E-002
+4.02840284028E+009, +2.92887190149E-002, -7.18826183873E-002
+4.02850285029E+009, +2.66604271736E-002, -7.28498479085E-002
+4.02860286029E+009, +2.40815783856E-002, -7.37783093357E-002
+4.02870287029E+009, +2.13561516667E-002, -7.45741643218E-002
+4.02880288029E+009, +1.85953994820E-002, -7.53293257338E-002
+4.02890289029E+009, +1.58862726970E-002, -7.58567645633E-002
+4.02900290029E+009, +1.31389436497E-002, -7.64345039922E-002
+4.02910291029E+009, +1.02953683169E-002, -7.69388934677E-002
+4.02920292029E+009, +7.51656931093E-003, -7.70476031219E-002
+4.02930293029E+009, +4.66790496806E-003, -7.73585545063E-002
+4.02940294029E+009, +1.91650161495E-003, -7.74524010089E-002
+4.02950295030E+009, -9.14578157337E-004, -7.75329023934E-002
+4.02960296030E+009, -3.72563598211E-003, -7.73304462584E-002
+4.02970297030E+009, -6.58445827966E-003, -7.71409698231E-002
+4.02980298030E+009, -9.32857837664E-003, -7.68422702802E-002
+4.02990299030E+009, -1.21360472549E-002, -7.64201353544E-002
+4.03000300030E+009, -1.48427895741E-002, -7.58429618179E-002
+4.03010301030E+009, -1.76761670767E-002, -7.52943632084E-002
+4.03020302030E+009, -2.03541062749E-002, -7.45876901772E-002
+4.03030303030E+009, -2.30014169209E-002, -7.37538065442E-002
+4.03040304030E+009, -2.56883749798E-002, -7.28045145049E-002
+4.03050305031E+009, -2.82622634639E-002, -7.18724115952E-002
+4.03060306031E+009, -3.09423540340E-002, -7.08382635878E-002
+4.03070307031E+009, -3.35065810122E-002, -6.95671446866E-002
+4.03080308031E+009, -3.59251334858E-002, -6.83364041311E-002
+4.03090309031E+009, -3.83291224914E-002, -6.69366348483E-002
+4.03100310031E+009, -4.08749827046E-002, -6.55311899091E-002
+4.03110311031E+009, -4.30689559076E-002, -6.39504274295E-002
+4.03120312031E+009, -4.54228633229E-002, -6.23476775272E-002
+4.03130313031E+009, -4.75962204742E-002, -6.06292644381E-002
+4.03140314031E+009, -4.98328916949E-002, -5.89043877599E-002
+4.03150315032E+009, -5.18699311366E-002, -5.70291131275E-002
+4.03160316032E+009, -5.38795216594E-002, -5.50840112311E-002
+4.03170317032E+009, -5.58577926406E-002, -5.30743249596E-002
+4.03180318032E+009, -5.77996840461E-002, -5.09342067328E-002
+4.03190319032E+009, -5.94762476330E-002, -4.88050740848E-002
+4.03200320032E+009, -6.12724705644E-002, -4.66708064607E-002
+4.03210321032E+009, -6.28755806585E-002, -4.43426263103E-002
+4.03220322032E+009, -6.44634401661E-002, -4.20642436214E-002
+4.03230323032E+009, -6.59624366784E-002, -3.97022541180E-002
+4.03240324032E+009, -6.72875909368E-002, -3.72128421718E-002
+4.03250325033E+009, -6.85081435748E-002, -3.46911621775E-002
+4.03260326033E+009, -6.96689783752E-002, -3.22173215972E-002
+4.03270327033E+009, -7.08742141397E-002, -2.96807301870E-002
+4.03280328033E+009, -7.18666069608E-002, -2.70972565820E-002
+4.03290329033E+009, -7.27932940364E-002, -2.44442903240E-002
+4.03300330033E+009, -7.36718050072E-002, -2.17870984443E-002
+4.03310331033E+009, -7.43900325419E-002, -1.90609000284E-002
+4.03320332033E+009, -7.50197380886E-002, -1.63543298144E-002
+4.03330333033E+009, -7.54880135567E-002, -1.37346905097E-002
+4.03340334033E+009, -7.58594490366E-002, -1.09301201731E-002
+4.03350335034E+009, -7.62561432780E-002, -8.19735383907E-003
+4.03360336034E+009, -7.64716500422E-002, -5.39822615779E-003
+4.03370337034E+009, -7.65315746206E-002, -2.54419951574E-003
+4.03380338034E+009, -7.65812390368E-002, +1.59071571570E-004
+4.03390339034E+009, -7.64616418752E-002, +2.96209458405E-003
+4.03400340034E+009, -7.63495187497E-002, +5.75909162960E-003
+4.03410341034E+009, -7.60518580632E-002, +8.53651268268E-003
+4.03420342034E+009, -7.56682302415E-002, +1.12447811715E-002
+4.03430343034E+009, -7.51997509361E-002, +1.39890130601E-002
+4.03440344034E+009, -7.46104673008E-002, +1.66582555862E-002
+4.03450345035E+009, -7.38295462005E-002, +1.94569052439E-002
+4.03460346035E+009, -7.31002009151E-002, +2.20905620551E-002
+4.03470347035E+009, -7.22492754970E-002, +2.46901195880E-002
+4.03480348035E+009, -7.14062944003E-002, +2.72400894578E-002
+4.03490349035E+009, -7.02752817703E-002, +2.98159007939E-002
+4.03500350035E+009, -6.90451931510E-002, +3.23943288969E-002
+4.03510351035E+009, -6.78648489571E-002, +3.48597703931E-002
+4.03520352035E+009, -6.66039548602E-002, +3.72144768535E-002
+4.03530353035E+009, -6.50706580897E-002, +3.95940944493E-002
+4.03540354035E+009, -6.36337769077E-002, +4.19912469931E-002
+4.03550355036E+009, -6.20658858144E-002, +4.42359667958E-002
+4.03560356036E+009, -6.04148593912E-002, +4.64594663202E-002
+4.03570357036E+009, -5.86971592483E-002, +4.85778237453E-002
+4.03580358036E+009, -5.68070770751E-002, +5.06002588880E-002
+4.03590359036E+009, -5.48910396303E-002, +5.25870088253E-002
+4.03600360036E+009, -5.30006522321E-002, +5.46170729990E-002
+4.03610361036E+009, -5.09260337209E-002, +5.64381088285E-002
+4.03620362036E+009, -4.88137649482E-002, +5.82051142699E-002
+4.03630363036E+009, -4.66618323299E-002, +6.00031054052E-002
+4.03640364036E+009, -4.44473366660E-002, +6.15872533182E-002
+4.03650365037E+009, -4.21942811339E-002, +6.30578607290E-002
+4.03660366037E+009, -3.98645777087E-002, +6.45680895616E-002
+4.03670367037E+009, -3.74142753666E-002, +6.59412998674E-002
+4.03680368037E+009, -3.50160029322E-002, +6.72617947409E-002
+4.03690369037E+009, -3.25128922649E-002, +6.83980129693E-002
+4.03700370037E+009, -2.99626001577E-002, +6.95734280587E-002
+4.03710371037E+009, -2.75628086336E-002, +7.05121278216E-002
+4.03720372037E+009, -2.49517659761E-002, +7.15038337337E-002
+4.03730373037E+009, -2.23184771031E-002, +7.23014937460E-002
+4.03740374037E+009, -1.97118095793E-002, +7.30922837621E-002
+4.03750375038E+009, -1.70255957504E-002, +7.37053995840E-002
+4.03760376038E+009, -1.43091016907E-002, +7.42138901801E-002
+4.03770377038E+009, -1.16459856806E-002, +7.47124439478E-002
+4.03780378038E+009, -9.02161280171E-003, +7.49897744991E-002
+4.03790379038E+009, -6.23680119823E-003, +7.51906969031E-002
+4.03800380038E+009, -3.47592807774E-003, +7.54002008162E-002
+4.03810381038E+009, -7.78214983454E-004, +7.54865340104E-002
+4.03820382038E+009, +2.05298335643E-003, +7.54441986794E-002
+4.03830383038E+009, +4.69748415947E-003, +7.52539010057E-002
+4.03840384038E+009, +7.44117076850E-003, +7.50419627365E-002
+4.03850385039E+009, +1.01460294683E-002, +7.46662699953E-002
+4.03860386039E+009, +1.29266702563E-002, +7.42068495840E-002
+4.03870387039E+009, +1.54398889647E-002, +7.35816990228E-002
+4.03880388039E+009, +1.81537852569E-002, +7.29748480744E-002
+4.03890389039E+009, +2.07197334985E-002, +7.23626429550E-002
+4.03900390039E+009, +2.33886360333E-002, +7.15464846850E-002
+4.03910391039E+009, +2.59549415960E-002, +7.05140535610E-002
+4.03920392039E+009, +2.85393405236E-002, +6.96534732521E-002
+4.03930393039E+009, +3.09153918777E-002, +6.84744202427E-002
+4.03940394039E+009, +3.33425185646E-002, +6.73190387640E-002
+4.03950395040E+009, +3.58062886744E-002, +6.60249657133E-002
+4.03960396040E+009, +3.81237552283E-002, +6.46462452427E-002
+4.03970397040E+009, +4.03234709263E-002, +6.31981125284E-002
+4.03980398040E+009, +4.26041723124E-002, +6.16665489252E-002
+4.03990399040E+009, +4.48463577873E-002, +6.00530984532E-002
+4.04000400040E+009, +4.69711021267E-002, +5.83308340818E-002
+4.04010401040E+009, +4.89770855469E-002, +5.66624619388E-002
+4.04020402040E+009, +5.10609962860E-002, +5.47985293397E-002
+4.04030403040E+009, +5.29055756471E-002, +5.28497176197E-002
+4.04040404040E+009, +5.48390415045E-002, +5.09578243704E-002
+4.04050405041E+009, +5.65726668770E-002, +4.88612154480E-002
+4.04060406041E+009, +5.83169519880E-002, +4.67123664724E-002
+4.04070407041E+009, +5.99449631228E-002, +4.46163849738E-002
+4.04080408041E+009, +6.14744734062E-002, +4.25083316184E-002
+4.04090409041E+009, +6.29469515254E-002, +4.02390004327E-002
+4.04100410041E+009, +6.42746394173E-002, +3.78625525006E-002
+4.04110411041E+009, +6.56161823828E-002, +3.55416123855E-002
+4.04120412041E+009, +6.67863073799E-002, +3.31483699276E-002
+4.04130413041E+009, +6.79562234148E-002, +3.05653917675E-002
+4.04140414041E+009, +6.89412299648E-002, +2.82267039079E-002
+4.04150415042E+009, +6.99379493025E-002, +2.55798399567E-002
+4.04160416042E+009, +7.08710322492E-002, +2.30488486442E-002
+4.04170417042E+009, +7.15742914102E-002, +2.05165706947E-002
+4.04180418042E+009, +7.22117101594E-002, +1.79785180316E-002
+4.04190419042E+009, +7.27930871273E-002, +1.53492718807E-002
+4.04200420042E+009, +7.32245279165E-002, +1.26162268274E-002
